PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,PG.Qvalue,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.Quantity,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.Quantity,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.Quantity,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.Quantity,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.Quantity
Pyroxd2,Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 2,Q3U4I7,PYRD2_MOUSE,intracellular,oxidation-reduction process,oxidoreductase activity,2.893480670910216E-22,11,7,7,9,10,9,9,Filtered,11,7,7,9,10,9,9,Filtered,28.732641220092773,24.348403930664062,34.24858856201172,21.6771297454834,27.476408004760742,15.139535903930664,43.45206832885742,Filtered
Cmpk2,"UMP-CMP kinase 2, mitochondrial",Q3U5Q7,CMPK2_MOUSE,"cytoplasm,mitochondrion","nucleoside diphosphate phosphorylation,dUDP biosynthetic process,dTDP biosynthetic process,dTTP biosynthetic process,nucleoside triphosphate biosynthetic process,cellular response to lipopolysaccharide","cytidylate kinase activity,nucleoside diphosphate kinase activity,thymidylate kinase activity,ATP binding,uridylate kinase activity,UMP kinase activity",1.7083310816074825E-06,4,6,4,3,6,4,4,Filtered,4,6,4,3,6,4,4,Filtered,11.335553169250488,9.402912139892578,10.462390899658203,4.682232856750488,11.088757514953613,9.39275074005127,6.2748332023620605,Filtered
Ddx17,"DEAD (Asp-Glu-Ala-Asp) box polypeptide 17, isoform CRA_a;Probable ATP-dependent RNA helicase DDX17",Q3U741;Q501J6,Q3U741_MOUSE;DDX17_MOUSE,";nucleus,nucleolus,cytoplasm,cytosol,membrane,nuclear speck",";alternative mRNA splicing, via spliceosome,regulation of alternative mRNA splicing, via spliceosome,epithelial to mesenchymal transition,regulation of transcription from RNA polymerase II promoter,rRNA processing,RNA secondary structure unwinding,miRNA metabolic process,intracellular estrogen receptor signaling pathway,androgen receptor signaling pathway,gene silencing by RNA,myoblast differentiation,positive regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter,defense response to virus,pri-miRNA transcription from RNA polymerase II promoter,regulation of skeletal muscle cell differentiation",";transcription coactivator activity,RNA binding,ATP-dependent RNA helicase activity,protein binding,ATP binding",1.8369243924428315E-29,15,17,17,13,15,17,16,Filtered,15,17,17,13,15,17,16,Filtered,58.325355529785156,91.42739868164062,49.73600769042969,101.46109771728516,57.018497467041016,111.43963623046875,42.66484832763672,Filtered
Esyt1,Extended synaptotagmin-1,Q3U7R1,ESYT1_MOUSE,"endoplasmic reticulum,plasma membrane,membrane,integral component of endoplasmic reticulum membrane,intrinsic component of endoplasmic reticulum membrane,intracellular membrane-bounded organelle,organelle membrane contact site",lipid transport,"protein binding,lipid binding,identical protein binding,metal ion binding",1.3327231402773012E-19,12,20,12,22,12,20,18,Filtered,12,20,12,22,12,20,18,Filtered,12.567733764648438,31.952653884887695,8.552302360534668,51.25689697265625,10.45722484588623,33.23781967163086,12.051228523254395,Filtered
Htatip2,Oxidoreductase HTATIP2,Q3U816;Q9Z2G9,Q3U816_MOUSE;HTAI2_MOUSE,";nuclear envelope,cytoplasm,cytosol,membrane",";angiogenesis,apoptotic process,cell differentiation,positive regulation of programmed cell death,regulation of angiogenesis,positive regulation of transcription from RNA polymerase II promoter during mitosis,protein autophosphorylation,nuclear import,oxidation-reduction process",";protein serine/threonine kinase activity,oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor,NAD binding",8.31711290911477E-15,2,3,3,3,3,3,3,Filtered,2,3,3,3,3,3,3,Filtered,28.013456344604492,17.822608947753906,23.608196258544922,40.0943603515625,27.183040618896484,17.29840660095215,23.057598114013672,Filtered
Lbr,Lamin-B receptor,Q3U9G9,LBR_MOUSE,"nuclear envelope,nuclear inner membrane,integral component of nuclear inner membrane,nuclear lamina,membrane,integral component of membrane,nuclear membrane,integral component of endoplasmic reticulum membrane","sterol biosynthetic process,oxidation-reduction process","DNA binding,RNA binding,oxidoreductase activity, acting on the CH-CH group of donors,oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor,chromo shadow domain binding",7.913334011925692E-11,5,5,4,5,4,4,4,Filtered,5,5,4,5,4,4,4,Filtered,26.383697509765625,47.08478546142578,26.5511417388916,46.95479202270508,24.516130447387695,33.827117919921875,18.115039825439453,Filtered
Trip13,Pachytene checkpoint protein 2 homolog,Q3UA06,PCH2_MOUSE,male germ cell nucleus,"oocyte maturation,double-strand break repair,synaptonemal complex assembly,reciprocal meiotic recombination,male meiosis I,female meiosis I,spermatogenesis,spermatid development,oogenesis","ATP binding,identical protein binding",0.004295434799369944,1,1,Filtered,3,Filtered,Filtered,Filtered,Filtered,1,1,Filtered,3,Filtered,Filtered,Filtered,Filtered,2.968428373336792,2.457935094833374,Filtered,1.7113820314407349,Filtered,Filtered,Filtered,Filtered
Poldip3,Polymerase delta-interacting protein 3,Q3UDD3;Q8BG81,Q3UDD3_MOUSE;PDIP3_MOUSE,";nuclear speck,cytoplasmic ribonucleoprotein granule,transcription export complex,exon-exon junction complex",";poly(A)+ mRNA export from nucleus,positive regulation of translation",;RNA binding,0.0006779925454561045,2,2,1,2,2,2,2,Filtered,2,2,0,2,2,2,2,Filtered,4.258473873138428,3.503723382949829,NaN,7.046398639678955,2.7118120193481445,7.068737506866455,2.278614044189453,Filtered
Ttll12,Tubulin--tyrosine ligase-like protein 12,Q3UDE2,TTL12_MOUSE,cellular_component,"cellular protein modification process,biological_process","molecular_function,catalytic activity,ATP binding",8.632810415597067E-07,3,3,3,3,3,3,2,Filtered,3,3,3,3,3,3,2,Filtered,6.001108646392822,13.34228801727295,10.24084758758545,12.291383743286133,7.895041465759277,9.644440650939941,9.475346565246582,Filtered
Mob1b;Mob1b;Mob1a,MOB kinase activator 1B;MOB kinase activator 1B;MOB kinase activator 1A,Q3UDM0;Q8BPB0;Q921Y0,Q3UDM0_MOUSE;MOB1B_MOUSE;MOB1A_MOUSE,";nucleus,nucleolus,cytoplasm,cytosol,extracellular exosome;nucleus,nucleolus,cytosol,extracellular exosome",";regulation of protein autophosphorylation,hippo signaling,positive regulation of phosphorylation;hippo signaling",";kinase activator activity,kinase binding,metal ion binding;metal ion binding",1.6011350387166156E-22,2,2,2,2,2,2,2,Filtered,2,2,2,2,2,2,2,Filtered,29.240375518798828,36.77733612060547,22.790546417236328,35.107303619384766,22.507373809814453,25.150331497192383,20.158119201660156,Filtered
Ube2z,Ubiquitin-conjugating enzyme E2 Z,Q3UE37,UBE2Z_MOUSE,"nucleus,nucleoplasm,cytoplasm,cytosol","apoptotic process,protein ubiquitination involved in ubiquitin-dependent protein catabolic process,positive regulation of apoptotic process","ATP binding,ubiquitin protein ligase binding,ubiquitin protein ligase activity,ubiquitin conjugating enzyme activity",3.3983656765385553E-08,3,4,2,2,2,3,2,Filtered,3,4,2,2,2,3,2,Filtered,13.011043548583984,7.094387054443359,4.076384544372559,12.325847625732422,4.886661052703857,9.921390533447266,3.643176794052124,Filtered
Xpnpep1,"X-prolyl aminopeptidase (Aminopeptidase P) 1, soluble, isoform CRA_b;Xaa-Pro aminopeptidase 1",Q3UE92;Q6P1B1,Q3UE92_MOUSE;XPP1_MOUSE,";cytoplasm,cytosol,extracellular exosome",";proteolysis,bradykinin catabolic process",";aminopeptidase activity,manganese ion binding,protein homodimerization activity,metalloaminopeptidase activity",1.603849178126291E-19,25,28,28,23,28,27,26,Filtered,25,28,28,23,28,27,26,Filtered,110.9227523803711,133.06167602539062,116.40814208984375,47.71126937866211,127.86849975585938,107.628173828125,100.7052001953125,Filtered
Puf60,Isoform 2 of Poly(U)-binding-splicing factor PUF60;Isoform 3 of Poly(U)-binding-splicing factor PUF60,Q3UEB3-2;Q3UEB3-3,PUF60_MOUSE,;,;,;,5.563977285588653E-21,12,15,11,15,14,17,11,Filtered,12,15,11,15,14,17,11,Filtered,22.74008560180664,35.3825798034668,19.352176666259766,31.01714324951172,22.65528678894043,35.126678466796875,20.373159408569336,Filtered
Agxt2,"Alanine--glyoxylate aminotransferase 2, mitochondrial",Q3UEG6,AGT2_MOUSE,mitochondrion,"glyoxylate catabolic process,glycine biosynthetic process, by transamination of glyoxylate,L-alanine catabolic process, by transamination,positive regulation of nitric oxide biosynthetic process","alanine-glyoxylate transaminase activity,pyridoxal phosphate binding,identical protein binding,(R)-3-amino-2-methylpropionate-pyruvate transaminase activity",7.994871240553109E-28,21,18,19,21,22,20,20,Filtered,21,18,19,21,22,20,20,Filtered,173.1339874267578,90.48392486572266,190.4052276611328,44.4007682800293,171.29800415039062,80.71464538574219,181.69737243652344,Filtered
Pde4c,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C;Isoform 2 of cAMP-specific 3',5'-cyclic phosphodiesterase 4C",Q3UEI1;Q3UEI1-2,PDE4C_MOUSE,"extracellular space,cilium;","cAMP catabolic process,signal transduction;","3',5'-cyclic-nucleotide phosphodiesterase activity,metal ion binding;",7.1015120308842105E-19,3,1,2,1,2,2,1,Filtered,3,0,2,0,2,2,1,Filtered,3.6010634899139404,NaN,2.5436925888061523,NaN,5.239953994750977,2.8953511714935303,1.3878264427185059,Filtered
Uroc1,Urocanate hydratase,Q3UEL5;Q8VC12,Q3UEL5_MOUSE;HUTU_MOUSE,;cytosol,";histidine catabolic process,histidine catabolic process to glutamate and formamide,histidine catabolic process to glutamate and formate",;urocanate hydratase activity,3.5668987157957664E-17,2,1,2,1,2,1,2,Filtered,2,0,2,1,2,1,2,Filtered,24.77631378173828,NaN,11.351351737976074,4.000012397766113,26.779354095458984,4.271225452423096,30.37940216064453,Filtered
Fgg,Fibrinogen gamma chain,Q3UER8;Q8VCM7,Q3UER8_MOUSE;FIBG_MOUSE,";fibrinogen complex,extracellular space,cell cortex,external side of plasma membrane,cell surface,platelet alpha granule,extracellular exosome,blood microparticle",";adaptive immune response,cell-matrix adhesion,signal transduction,protein secretion,plasminogen activation,positive regulation of heterotypic cell-cell adhesion,fibrinolysis,cellular protein complex assembly,innate immune response,positive regulation of vasoconstriction,positive regulation of exocytosis,positive regulation of protein secretion,protein polymerization,response to calcium ion,positive regulation of ERK1 and ERK2 cascade,platelet aggregation,blood coagulation, fibrin clot formation,positive regulation of peptide hormone secretion,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,negative regulation of endothelial cell apoptotic process",";receptor binding,structural molecule activity,protein binding, bridging,metal ion binding,cell adhesion molecule binding",2.5118854074331916E-35,30,34,29,40,32,33,30,Filtered,30,34,29,40,32,33,30,Filtered,295.2721252441406,324.02783203125,274.81439208984375,6605.9248046875,296.8648681640625,517.8003540039062,301.21282958984375,Filtered
Parva,Alpha-parvin,Q3UF75;Q9EPC1,Q3UF75_MOUSE;PARVA_MOUSE,";nucleus,cytoplasm,cytosol,plasma membrane,focal adhesion,actin cytoskeleton,Z disc,lamellipodium",";sprouting angiogenesis,outflow tract septum morphogenesis,cell adhesion,establishment or maintenance of cell polarity,regulation of cell shape,actin cytoskeleton reorganization,heterotypic cell-cell adhesion,substrate adhesion-dependent cell spreading,cilium morphogenesis,actin-mediated cell contraction,smooth muscle cell chemotaxis",";actin binding,protein binding,cadherin binding",8.295635443617838E-14,15,16,16,15,14,16,15,Filtered,15,16,16,15,14,16,15,Filtered,26.11105728149414,29.280397415161133,27.085451126098633,35.72647476196289,30.037771224975586,41.98210144042969,20.141407012939453,Filtered
Frmd8,FERM domain-containing protein 8,Q3UFK8,FRMD8_MOUSE,"cellular_component,cytoskeleton",biological_process,molecular_function,8.012760361810964E-10,1,2,Filtered,1,1,2,Filtered,Filtered,1,2,Filtered,1,1,2,Filtered,Filtered,5.8780412673950195,1.261445164680481,Filtered,6.8204522132873535,1.916438341140747,5.440617561340332,Filtered,Filtered
Trmt10c,Mitochondrial ribonuclease P protein 1,Q3UFY8,MRRP1_MOUSE,"nucleoplasm,mitochondrion,mitochondrial nucleoid","mitochondrial RNA 5'-end processing,tRNA methylation,positive regulation of mitochondrial translation,mitochondrial tRNA processing","RNA binding,tRNA (guanine-N1-)-methyltransferase activity,tRNA (adenine-N1-)-methyltransferase activity",0.0007899151416467145,2,2,1,Filtered,1,1,2,Filtered,2,2,1,Filtered,1,1,2,Filtered,15.527074813842773,5.0451788902282715,7.480035305023193,Filtered,8.789340019226074,3.827894687652588,8.474141120910645,Filtered
Dazap1,"DAZ associated protein 1, isoform CRA_b;DAZ-associated protein 1;Isoform 2 of DAZ-associated protein 1",Q3UGB5;Q9JII5;Q9JII5-2,Q3UGB5_MOUSE;DAZP1_MOUSE;DAZP1_MOUSE,";nucleus,nucleoplasm,cytoplasm,cytosol,protein complex,polysome;",";maternal placenta development,spermatogenesis,cell proliferation,cell differentiation,positive regulation of mRNA splicing, via spliceosome;",";RNA binding,poly(U) RNA binding,poly(G) binding,RNA stem-loop binding;",1.3835320992007127E-18,8,8,8,8,9,10,7,Filtered,8,8,8,8,9,10,7,Filtered,35.05049133300781,33.74679183959961,47.48318862915039,65.40679931640625,35.44381332397461,70.50398254394531,43.693572998046875,Filtered
Eif3j1;Eif3j2,Eukaryotic translation initiation factor 3 subunit J-A;Eukaryotic translation initiation factor 3 subunit J-B,Q3UGC7;Q66JS6,EI3JA_MOUSE;EI3JB_MOUSE,eukaryotic translation initiation factor 3 complex;eukaryotic translation initiation factor 3 complex,translational initiation;translational initiation,translation initiation factor activity;translation initiation factor activity,4.419392647194844E-21,7,7,7,7,7,8,8,Filtered,7,7,7,7,7,8,8,Filtered,48.315853118896484,54.402732849121094,42.817073822021484,52.25599670410156,45.154884338378906,56.71028518676758,35.639244079589844,Filtered
Hdhd2,Haloacid dehalogenase-like hydrolase domain-containing protein 2,Q3UGR5,HDHD2_MOUSE,extracellular exosome,dephosphorylation,"phosphatase activity,enzyme binding,metal ion binding",4.09785113808096E-13,6,6,6,6,6,6,6,Filtered,6,6,6,6,6,6,6,Filtered,80.8752212524414,54.238548278808594,92.39408874511719,36.30601501464844,101.23653411865234,73.00061798095703,75.86185455322266,Filtered
Myh10,Myosin-10,Q3UH59;Q5SV64;Q61879,Q3UH59_MOUSE;Q5SV64_MOUSE;MYH10_MOUSE,";;stress fiber,nucleus,cytoplasm,cytosol,brush border,cell cortex,myosin complex,myosin II complex,lamellipodium,axon,growth cone,midbody,cleavage furrow,actomyosin,neuron projection,neuronal cell body,dendritic spine,extracellular exosome,myosin II filament,spindle,plasma membrane,neuromuscular junction",";;mitotic cytokinesis,in utero embryonic development,neuron migration,plasma membrane repair,cardiac septum development,exocytosis,substrate-dependent cell migration, cell extension,nuclear migration,cell adhesion,axonogenesis,axon guidance,brain development,heart development,adult heart development,cell proliferation,regulation of cell shape,fourth ventricle development,lateral ventricle development,third ventricle development,cerebellar Purkinje cell layer development,actin cytoskeleton organization,actin filament-based movement,myofibril assembly,actomyosin structure organization,neuron projection development,aorta development,neuromuscular process controlling balance,cardiac myofibril assembly,ventricular cardiac muscle cell development,retina development in camera-type eye,coronary vasculature development,modification of postsynaptic actin cytoskeleton",";;microfilament motor activity,protein binding,calmodulin binding,ATP binding,ATPase activity,actin-dependent ATPase activity,ADP binding,actin filament binding",3.3131503766020065E-36,64,73,60,74,69,74,63,Filtered,64,73,60,74,69,74,63,Filtered,209.78843688964844,372.24468994140625,205.79270935058594,639.5452270507812,221.82037353515625,507.7685852050781,201.26268005371094,Filtered
Snx27,Sorting nexin-27;Isoform 2 of Sorting nexin-27,Q3UHD6;Q3UHD6-2,SNX27_MOUSE,"immunological synapse,nucleoplasm,endosome,early endosome,cytosol,early endosome membrane,retromer complex,WASH complex;","intracellular protein transport,signal transduction,endosome to lysosome transport,endosomal transport,retrograde transport, endosome to plasma membrane;","protein binding,phosphatidylinositol-3-phosphate binding,phosphatidylinositol binding;",3.148549960430892E-29,4,5,5,5,5,4,5,Filtered,4,5,5,5,5,4,5,Filtered,9.764382362365723,11.230019569396973,8.06357192993164,11.621726036071777,7.085256576538086,10.968979835510254,8.91606330871582,Filtered
Aak1,AP2-associated protein kinase 1;Isoform 2 of AP2-associated protein kinase 1,Q3UHJ0;Q3UHJ0-2,AAK1_MOUSE,"cytoplasm,clathrin-coated pit,extrinsic component of plasma membrane,clathrin-coated vesicle,cell leading edge,terminal bouton;","protein phosphorylation,endocytosis,regulation of protein localization,positive regulation of Notch signaling pathway,protein autophosphorylation,protein stabilization,regulation of clathrin-dependent endocytosis;","protein serine/threonine kinase activity,Notch binding,ATP binding,AP-2 adaptor complex binding;",1.5898195675228285E-05,4,4,4,4,5,4,3,Filtered,4,4,4,4,5,4,3,Filtered,11.845500946044922,16.017635345458984,8.983185768127441,6.932860851287842,17.502294540405273,11.76822280883789,14.425516128540039,Filtered
Pdap1,28 kDa heat- and acid-stable phosphoprotein,Q3UHX2,HAP28_MOUSE,extracellular space,platelet-derived growth factor receptor signaling pathway,"RNA binding,platelet-derived growth factor binding",5.454774265694349E-38,4,5,4,4,4,5,4,Filtered,4,5,4,4,4,5,4,Filtered,15.901236534118652,19.550457000732422,14.342190742492676,28.829532623291016,16.10649871826172,25.77540397644043,13.910660743713379,Filtered
Rfc4,Replication factor C subunit 4,Q3UI84;Q99J62,Q3UI84_MOUSE;RFC4_MOUSE,";nucleus,DNA replication factor C complex,Ctf18 RFC-like complex",";DNA-dependent DNA replication,DNA repair,positive regulation of DNA-directed DNA polymerase activity",";ATP binding,enzyme binding,DNA clamp loader activity,single-stranded DNA-dependent ATPase activity",0.0003805195015748864,3,3,1,4,2,3,1,Filtered,3,3,1,4,2,3,1,Filtered,3.005631685256958,6.884202003479004,3.287473201751709,4.9029951095581055,7.249861240386963,7.075830459594727,5.672169208526611,Filtered
Smarcc2,SWI/SNF complex subunit SMARCC2;SWI/SNF complex subunit SMARCC2;Isoform 2 of SWI/SNF complex subunit SMARCC2,Q3UID0;Q6PDG5;Q6PDG5-2,Q3UID0_MOUSE;SMRC2_MOUSE;SMRC2_MOUSE,";nuclear chromatin,nucleoplasm,SWI/SNF complex,protein complex,npBAF complex,nBAF complex,transcriptional repressor complex;",";negative regulation of transcription from RNA polymerase II promoter,nucleosome disassembly,chromatin remodeling,transcription, DNA-templated,chromatin modification,regulation of transcription from RNA polymerase II promoter involved in forebrain neuron fate commitment,ATP-dependent chromatin remodeling,negative regulation of transcription, DNA-templated,positive regulation of transcription, DNA-templated;",";chromatin binding,protein binding,RNA polymerase II core promoter proximal region sequence-specific DNA binding,RNA polymerase II distal enhancer sequence-specific DNA binding,nucleosomal DNA binding;",3.2501972047715837E-13,8,10,8,7,7,8,6,Filtered,8,10,8,7,7,8,6,Filtered,13.154153823852539,23.399938583374023,13.16108512878418,29.260452270507812,12.693049430847168,27.4583683013916,12.610170364379883,Filtered
Plekha7,Isoform 2 of Pleckstrin homology domain-containing family A member 7,Q3UIL6-2,PKHA7_MOUSE,,,,1.13666007247833E-10,5,6,7,2,6,6,5,Filtered,5,6,7,2,6,6,5,Filtered,12.354608535766602,8.775283813476562,16.572898864746094,3.9097657203674316,17.317089080810547,10.988192558288574,12.458600997924805,Filtered
