PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,PG.Qvalue,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.Quantity,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.Quantity,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.Quantity,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.Quantity,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.Quantity
Gnb1,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,P62874,GBB1_MOUSE,"photoreceptor outer segment,photoreceptor inner segment,lysosomal membrane,heterotrimeric G-protein complex,plasma membrane,dendrite,photoreceptor outer segment membrane,myelin sheath,cell body,extracellular exosome,extracellular vesicle","G-protein coupled receptor signaling pathway,phospholipase C-activating G-protein coupled receptor signaling pathway,positive regulation of cytosolic calcium ion concentration,phototransduction, visible light,cell proliferation,cardiac muscle cell apoptotic process,sensory perception of taste,retina development in camera-type eye,protein heterotrimerization,cellular response to hypoxia","GTPase activity,signal transducer activity,spectrin binding,type 1 angiotensin receptor binding,protein complex binding,alkylglycerophosphoethanolamine phosphodiesterase activity,GTPase binding",9.665914426939018E-71,9,9,9,9,8,9,9,9,9,9,9,9,8,9,9,9,334.4214782714844,470.9667663574219,345.2912292480469,509.02227783203125,338.38226318359375,353.7421875,499.9545593261719,502.8498229980469
Gnb2,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2,P62880,GBB2_MOUSE,"extracellular space,lysosomal membrane,heterotrimeric G-protein complex,focal adhesion,membrane,vesicle,myelin sheath,cell body,perinuclear region of cytoplasm,extracellular exosome","G-protein coupled receptor signaling pathway,regulation of molecular function","GTPase activity,signal transducer activity,calcium channel regulator activity,protein binding,protein complex binding,GTPase binding",3.4562928158940976E-72,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,989.5684204101562,958.62646484375,891.8327026367188,1144.701904296875,969.04931640625,1014.5182495117188,1006.3106689453125,1147.121337890625
Rpl30,60S ribosomal protein L30,P62889,RL30_MOUSE,"nucleus,focal adhesion,membrane,cytosolic large ribosomal subunit,extracellular matrix,extracellular exosome","cytoplasmic translation,killing of cells of other organism,defense response to Gram-negative bacterium,Requires Ontology","RNA binding,structural constituent of ribosome",6.656346319545259E-68,8,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,583.3472900390625,784.92236328125,509.025634765625,1169.98291015625,501.7999267578125,589.1959228515625,1047.14990234375,998.1893310546875
Cycs,"Cytochrome c, somatic",P62897,CYC_MOUSE,"nucleus,mitochondrion,mitochondrial intermembrane space,cytosol,myelin sheath,respiratory chain","mitochondrial electron transport, ubiquinol to cytochrome c,mitochondrial electron transport, cytochrome c to oxygen,apoptotic process,activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c,hydrogen peroxide metabolic process","heme binding,electron transporter, transferring electrons from CoQH2-cytochrome c reductase complex and cytochrome c oxidase complex activity,metal ion binding",1.8447581565450472E-75,19,19,19,18,19,19,19,19,19,19,19,18,19,19,19,19,3807.543212890625,1620.310791015625,3766.81005859375,747.2913208007812,3768.408203125,3288.349365234375,1168.9266357421875,1758.379150390625
Rpl31,60S ribosomal protein L31,P62900,RL31_MOUSE,"focal adhesion,membrane,cytosolic large ribosomal subunit,extracellular exosome",cytoplasmic translation,"RNA binding,structural constituent of ribosome,protein binding",8.995923182309308E-82,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,541.1428833007812,755.2643432617188,599.5587158203125,754.146484375,515.0523071289062,536.06201171875,986.1962280273438,669.8450927734375
Rps3,40S ribosomal protein S3,P62908,RS3_MOUSE,"nucleus,nucleolus,cytoplasm,mitochondrial inner membrane,mitochondrial matrix,endoplasmic reticulum,cytosol,ribosome,polysome,plasma membrane,focal adhesion,membrane,cytosolic small ribosomal subunit,intracellular ribonucleoprotein complex,extracellular matrix,ruffle membrane,extracellular exosome,NF-kappaB complex,mitotic spindle","cytoplasmic translation,DNA repair,transcription, DNA-templated,apoptotic process,response to oxidative stress,chromosome segregation,positive regulation of gene expression,negative regulation of translation,positive regulation of microtubule polymerization,positive regulation of protein complex assembly,negative regulation of protein ubiquitination,positive regulation of endodeoxyribonuclease activity,positive regulation of interleukin-2 production,positive regulation of activated T cell proliferation,DNA damage response, detection of DNA damage,regulation of apoptotic process,positive regulation of JUN kinase activity,negative regulation of DNA repair,positive regulation of DNA repair,positive regulation of T cell receptor signaling pathway,positive regulation of NF-kappaB transcription factor activity,spindle assembly,cell division,response to TNF agonist,cellular response to hydrogen peroxide,cellular response to tumor necrosis factor,positive regulation of NIK/NF-kappaB signaling,positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage,positive regulation of DNA N-glycosylase activity,positive regulation of base-excision repair,positive regulation of apoptotic signaling pathway,positive regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis","DNA binding,damaged DNA binding,RNA binding,mRNA binding,structural constituent of ribosome,DNA-(apurinic or apyrimidinic site) lyase activity,endodeoxyribonuclease activity,protein binding,microtubule binding,transcription factor binding,oxidized purine nucleobase lesion DNA N-glycosylase activity,tubulin binding,enzyme binding,kinase binding,protein kinase binding,Hsp70 protein binding,oxidized purine DNA binding,oxidized pyrimidine DNA binding,protein complex binding,ubiquitin-like protein conjugating enzyme binding,protein kinase A binding,Hsp90 protein binding,small ribosomal subunit rRNA binding,supercoiled DNA binding,Requires Ontology,RNA polymerase II regulatory region sequence-specific DNA binding",1.4706684143441334E-80,22,22,20,22,21,22,22,22,22,22,20,22,21,22,22,22,1313.259521484375,2135.314453125,1418.8104248046875,2692.25,1369.8001708984375,1445.3775634765625,2338.948974609375,2049.0712890625
Rpl32,60S ribosomal protein L32,P62911,RL32_MOUSE,"membrane,cytosolic large ribosomal subunit","translation,cellular response to dexamethasone stimulus,liver regeneration","RNA binding,structural constituent of ribosome",2.453027860841377E-97,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,225.8831787109375,443.48858642578125,231.0034637451172,347.9463806152344,253.08924865722656,230.96163940429688,482.41754150390625,416.77374267578125
Rpl8,60S ribosomal protein L8,P62918,RL8_MOUSE,"focal adhesion,membrane,cytosolic large ribosomal subunit","cytoplasmic translation,cellular response to nerve growth factor stimulus","RNA binding,structural constituent of ribosome,protein binding,5.8S rRNA binding",1.3612323547637054E-63,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1086.8756103515625,1458.8563232421875,841.3735961914062,1214.6214599609375,857.790771484375,1007.6520385742188,1680.69677734375,1406.389892578125
Ybx1,Nuclease-sensitive element-binding protein 1,P62960,YBOX1_MOUSE,"nucleus,U12-type spliceosomal complex,cytoplasm,cytosol,cytoplasmic stress granule,intracellular ribonucleoprotein complex,nuclear membrane,intracellular membrane-bounded organelle,extracellular exosome,CRD-mediated mRNA stability complex,histone pre-mRNA 3'end processing complex","negative regulation of transcription from RNA polymerase II promoter,in utero embryonic development,regulation of transcription, DNA-templated,transcription from RNA polymerase II promoter,mRNA processing,RNA splicing,positive regulation of transcription from RNA polymerase II promoter,negative regulation of striated muscle cell differentiation,positive regulation of cell division,CRD-mediated mRNA stabilization,protein localization to cytoplasmic stress granule","RNA polymerase II core promoter proximal region sequence-specific DNA binding,transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding,DNA binding,chromatin binding,single-stranded DNA binding,RNA binding,protein binding,GTPase binding",1.032270329272305E-79,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,200.38282775878906,378.8499755859375,211.83082580566406,237.64207458496094,193.8513946533203,212.38308715820312,366.9911193847656,329.93927001953125
Pfn1,Profilin-1,P62962,PROF1_MOUSE,"extracellular region,extracellular space,nucleus,cytoplasm,cytosol,cytoskeleton,focal adhesion,cell cortex,membrane,neuron projection,synapse,extracellular exosome,blood microparticle","neural tube closure,platelet degranulation,regulation of transcription from RNA polymerase II promoter,regulation of actin polymerization or depolymerization,positive regulation of epithelial cell migration,actin cytoskeleton organization,negative regulation of actin filament polymerization,positive regulation of actin filament polymerization,negative regulation of actin filament bundle assembly,positive regulation of actin filament bundle assembly,positive regulation of ATPase activity,sequestering of actin monomers,positive regulation of transcription from RNA polymerase II promoter,positive regulation of viral transcription,protein stabilization,positive regulation of DNA metabolic process,positive regulation of stress fiber assembly,negative regulation of stress fiber assembly,cellular response to growth factor stimulus,positive regulation of ruffle assembly","adenyl-nucleotide exchange factor activity,RNA binding,actin binding,actin monomer binding,receptor binding,protein binding,phosphatidylinositol-4,5-bisphosphate binding,Rho GTPase binding,cadherin binding,proline-rich region binding",7.769358775717088E-85,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,750.0759887695312,2029.457275390625,688.87255859375,2386.33984375,672.0827026367188,757.57373046875,2432.99755859375,1745.900146484375
Rps27a,Ubiquitin-40S ribosomal protein S27a,P62983,RS27A_MOUSE,"extracellular space,nucleus,nucleoplasm,nucleolus,cytoplasm,cytosol,small ribosomal subunit,membrane,cytosolic small ribosomal subunit,vesicle,myelin sheath,extracellular exosome","translation,Notch signaling pathway,circadian rhythm,biological_process","RNA binding,structural constituent of ribosome,metal ion binding",2.9902946519523596E-77,8,8,8,8,7,8,8,8,8,8,8,8,7,8,8,8,1418.7540283203125,1177.00048828125,1166.32763671875,1404.888916015625,979.7169189453125,1232.940673828125,1313.39599609375,2083.359619140625
Rac1,"Ras-related C3 botulinum toxin substrate 1;RAS-related C3 botulinum substrate 1, isoform CRA_a",P63001;Q3TLP8,RAC1_MOUSE;Q3TLP8_MOUSE,"pericentriolar material,phagocytic cup,nucleus,cytoplasm,trans-Golgi network,cytosol,plasma membrane,focal adhesion,membrane,extrinsic component of plasma membrane,lamellipodium,extracellular matrix,cytoplasmic vesicle,early endosome membrane,ruffle membrane,cytoplasmic ribonucleoprotein granule,melanosome,cell projection,dendritic spine,kinocilium,extracellular exosome,actin filament;","positive regulation of protein phosphorylation,auditory receptor cell morphogenesis,epithelial cell morphogenesis,endocytosis,phagocytosis, engulfment,hyperosmotic response,cytoskeleton organization,cell adhesion,G-protein coupled receptor signaling pathway,small GTPase mediated signal transduction,axon guidance,regulation of cell size,regulation of lamellipodium assembly,positive regulation of lamellipodium assembly,regulation of fibroblast migration,positive regulation of cell-substrate adhesion,regulation of neuron maturation,dendrite development,cell migration,cerebral cortex radially oriented cell migration,embryonic olfactory bulb interneuron precursor migration,cerebral cortex GABAergic interneuron development,regulation of cell morphogenesis,lamellipodium assembly,actin cytoskeleton organization,actin filament polymerization,regulation of cell migration,positive regulation of actin filament polymerization,positive regulation of microtubule polymerization,ruffle organization,negative regulation of interleukin-23 production,substrate adhesion-dependent cell spreading,non-canonical Wnt signaling pathway,positive regulation of phosphatidylinositol 3-kinase activity,engulfment of apoptotic cell,cell-cell junction organization,hepatocyte growth factor receptor signaling pathway,regulation of neuronal synaptic plasticity,anatomical structure arrangement,neuron projection morphogenesis,dendrite morphogenesis,cell motility,homeostasis of number of cells within a tissue,regulation of stress fiber assembly,positive regulation of stress fiber assembly,localization within membrane,positive regulation of focal adhesion assembly,synaptic transmission, GABAergic,Wnt signaling pathway, planar cell polarity pathway,regulation of respiratory burst,positive regulation of dendritic spine development,semaphorin-plexin signaling pathway,dopaminergic neuron differentiation,protein localization to plasma membrane,positive regulation of neutrophil chemotaxis,cochlea morphogenesis,ruffle assembly,positive regulation of substrate adhesion-dependent cell spreading,midbrain dopaminergic neuron differentiation;","GTPase activity,protein binding,GTP binding,enzyme binding,protein kinase binding,GTP-dependent protein binding,thioesterase binding,Rho GDP-dissociation inhibitor binding;",5.9188866688811656E-68,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1274.779052734375,1566.9501953125,1396.3291015625,1932.4140625,999.7412719726562,1241.9586181640625,1555.2216796875,1541.5673828125
Pafah1b1,Platelet-activating factor acetylhydrolase IB subunit alpha,P63005,LIS1_MOUSE,"astral microtubule,kinetochore,nuclear envelope,cytoplasm,centrosome,cytosol,kinesin complex,microtubule,microtubule associated complex,cell cortex,microtubule cytoskeleton,motile cilium,nuclear membrane,stereocilium,neuronal cell body,perinuclear region of cytoplasm,extracellular exosome,Requires Ontology,axon cytoplasm,cell leading edge","establishment of mitotic spindle orientation,microtubule cytoskeleton organization,ameboidal-type cell migration,acrosome assembly,neuron migration,positive regulation of cytokine-mediated signaling pathway,microtubule-based process,nuclear migration,chemical synaptic transmission,neuroblast proliferation,learning or memory,retrograde axonal transport,adult locomotory behavior,protein secretion,negative regulation of neuron projection development,lipid catabolic process,cell migration,stem cell division,transmission of nerve impulse,corpus callosum morphogenesis,hippocampus development,layer formation in cerebral cortex,cerebral cortex neuron differentiation,cerebral cortex development,actin cytoskeleton organization,microtubule organizing center organization,osteoclast development,positive regulation of embryonic development,establishment of planar polarity of embryonic epithelium,regulation of GTPase activity,cortical microtubule organization,positive regulation of axon extension,positive regulation of mitotic cell cycle,negative regulation of JNK cascade,vesicle transport along microtubule,brain morphogenesis,neuromuscular process controlling balance,nuclear envelope disassembly,positive regulation of cellular component organization,establishment of centrosome localization,maintenance of centrosome location,auditory receptor cell development,positive regulation of dendritic spine morphogenesis,regulation of microtubule cytoskeleton organization,cochlea development,microtubule cytoskeleton organization involved in establishment of planar polarity,regulation of microtubule motor activity","protein binding,microtubule binding,protein homodimerization activity,dynein intermediate chain binding,phosphoprotein binding,dynein complex binding",2.049501830273114E-74,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,67.22911071777344,91.13965606689453,70.52542877197266,95.14922332763672,70.18772888183594,69.42022705078125,100.49114990234375,90.74784088134766
Hspa8,Heat shock cognate 71 kDa protein,P63017,HSP7C_MOUSE,"Prp19 complex,extracellular space,intracellular,nucleus,spliceosomal complex,nucleolus,cytoplasm,lysosomal membrane,late endosome,cytosol,plasma membrane,focal adhesion,membrane,intracellular ribonucleoprotein complex,extracellular matrix,melanosome,myelin sheath,extracellular exosome,blood microparticle,lysosomal matrix,ubiquitin ligase complex","transcription, DNA-templated,mRNA processing,protein folding,RNA splicing,regulation of protein stability,protein refolding,cellular protein complex disassembly,modulation by host of viral process,positive regulation by host of viral genome replication,negative regulation of transcription, DNA-templated,ATP metabolic process,positive regulation of mRNA splicing, via spliceosome,chaperone mediated protein folding requiring cofactor,regulation of cell cycle,regulation of protein complex stability,chaperone-mediated autophagy,late endosomal microautophagy,protein targeting to lysosome involved in chaperone-mediated autophagy,chaperone-mediated protein transport involved in chaperone-mediated autophagy,clathrin coat disassembly,negative regulation of fibril organization,chaperone-mediated autophagy translocation complex disassembly","G-protein coupled receptor binding,phosphatidylserine binding,RNA binding,protein binding,ATP binding,ATPase activity,enzyme binding,MHC class II protein complex binding,heat shock protein binding,ubiquitin protein ligase binding,ATPase activity, coupled,cadherin binding,unfolded protein binding,C3HC4-type RING finger domain binding",5.0889886010681955E-87,63,62,61,63,63,62,63,63,63,62,61,63,63,62,63,63,4243.64306640625,5125.38623046875,4532.896484375,4424.87109375,4194.96630859375,4080.91748046875,5118.5263671875,4641.74853515625
