PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,PG.Qvalue,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.Quantity,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.Quantity,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.Quantity,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.Quantity,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.Quantity,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.Quantity,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.Quantity,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.Quantity
Aldh1a1,Retinal dehydrogenase 1,P24549,AL1A1_MOUSE,"cytosol,extracellular exosome","optic cup morphogenesis involved in camera-type eye development,response to drug,retinol metabolic process,retinoic acid metabolic process,9-cis-retinoic acid biosynthetic process,positive regulation of apoptotic process,embryonic eye morphogenesis,oxidation-reduction process","retinal dehydrogenase activity,3-chloroallyl aldehyde dehydrogenase activity,aldehyde dehydrogenase (NAD) activity,benzaldehyde dehydrogenase (NAD+) activity,NAD binding",4.05E-35,5,6,6,6,5,6,4,6,5,6,6,6,5,6,4,6,18.31137276,30.58306885,16.82962799,46.24216461,20.20425224,16.56462288,11.45513058,19.50578308
M6pr,Cation-dependent mannose-6-phosphate receptor,P24668,MPRD_MOUSE,"lysosomal membrane,endosome,late endosome,trans-Golgi network,membrane,integral component of membrane,perinuclear region of cytoplasm,retromer complex","intracellular protein transport,mannose transport,secretion of lysosomal enzymes","mannose binding,mannose transmembrane transporter activity,retromer complex binding",3.14E-36,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,56.20864105,110.1823959,63.13410568,94.77414703,76.75321198,117.0180359,104.3017502,58.12680054
Rps2,40S ribosomal protein S2,P25444,RS2_MOUSE,"nucleus,nucleoplasm,focal adhesion,membrane,cytosolic small ribosomal subunit,extracellular exosome","translation,cellular response to interleukin-4","RNA binding,mRNA binding,structural constituent of ribosome,fibroblast growth factor binding,enzyme binding,cadherin binding",5.42E-45,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,478.2536316,881.2322388,464.4551392,749.4790649,473.5557556,920.0092773,847.5440674,455.8940735
Tln1,Talin-1,P26039,TLN1_MOUSE,"ruffle,cytoplasm,cytoskeleton,focal adhesion,cell surface,ruffle membrane,extracellular exosome","cytoskeletal anchoring at plasma membrane,cell-substrate junction assembly,integrin-mediated signaling pathway,cortical actin cytoskeleton organization,integrin activation,platelet aggregation","phosphatidylserine binding,integrin binding,structural constituent of cytoskeleton,protein binding,vinculin binding,LIM domain binding,phosphatidylinositol binding,cadherin binding,actin filament binding",1.21E-74,88,89,86,89,89,89,89,86,88,89,86,89,89,89,89,86,202.6147461,367.4977417,178.7889557,363.9875183,227.5944519,439.9703064,387.3088074,174.2956543
Ezr,Ezrin,P26040,EZRI_MOUSE,"fibrillar center,ruffle,immunological synapse,uropod,extracellular space,intracellular,cytoplasm,endosome,cytosol,actin filament,plasma membrane,microvillus,brush border,focal adhesion,cell cortex,actin cytoskeleton,membrane,basolateral plasma membrane,apical plasma membrane,extrinsic component of membrane,filopodium,T-tubule,microvillus membrane,vesicle,ruffle membrane,ciliary basal body,cell projection,myelin sheath,protein complex,cell body,microspike,plasma membrane raft,apical part of cell,perinuclear region of cytoplasm,cell tip,extracellular exosome,invadopodium,cell periphery,astrocyte projection,Schwann cell microvillus,cytoplasmic side of apical plasma membrane","negative regulation of transcription from RNA polymerase II promoter,intestinal D-glucose absorption,sphingosine-1-phosphate signaling pathway,leukocyte cell-cell adhesion,regulation of cell shape,positive regulation of gene expression,protein kinase A signaling,membrane to membrane docking,astral microtubule organization,actin cytoskeleton reorganization,receptor internalization,regulation of microvillus length,cellular protein complex localization,establishment or maintenance of apical/basal cell polarity,positive regulation of multicellular organism growth,cortical microtubule organization,filopodium assembly,phosphatidylinositol-mediated signaling,positive regulation of protein secretion,negative regulation of T cell receptor signaling pathway,actin filament bundle assembly,establishment of centrosome localization,establishment of endothelial barrier,negative regulation of ERK1 and ERK2 cascade,cellular response to cAMP,protein localization to plasma membrane,protein localization to cell cortex,negative regulation of interleukin-2 secretion,regulation of organelle assembly,terminal web assembly,positive regulation of protein localization to early endosome,positive regulation of protein localization to plasma membrane,positive regulation of cellular protein catabolic process,negative regulation of p38MAPK cascade,positive regulation of early endosome to late endosome transport,microvillus assembly","RNA binding,actin binding,protein binding,microtubule binding,protein C-terminus binding,protein domain specific binding,protein kinase A catalytic subunit binding,protein kinase A regulatory subunit binding,identical protein binding,S100 protein binding,cadherin binding,cell adhesion molecule binding,actin filament binding,protein kinase A binding,ATPase binding,disordered domain specific binding",1.10E-44,24,24,24,24,24,24,22,24,24,24,24,24,24,24,22,24,470.6456909,465.0984192,470.73172,521.6228027,480.3822327,497.947052,174.2108002,465.0367432
Msn,Moesin,P26041,MOES_MOUSE,"uropod,extracellular space,nucleus,cytoplasm,cytosol,cytoskeleton,plasma membrane,microvillus,focal adhesion,cell surface,basolateral plasma membrane,apical plasma membrane,filopodium,pseudopodium,microvillus membrane,vesicle,myelin sheath,apical part of cell,perinuclear region of cytoplasm,extracellular exosome,invadopodium,cell periphery,blood microparticle","immunological synapse formation,regulation of cell shape,regulation of cell size,positive regulation of gene expression,gland morphogenesis,membrane to membrane docking,T cell proliferation,establishment of epithelial cell apical/basal polarity,establishment of endothelial barrier,T cell aggregation,cellular response to testosterone stimulus,positive regulation of podosome assembly,T cell migration,regulation of organelle assembly,positive regulation of protein localization to early endosome,positive regulation of cellular protein catabolic process,regulation of lymphocyte migration,positive regulation of early endosome to late endosome transport","double-stranded RNA binding,actin binding,receptor binding,enzyme binding,protein kinase binding,cell adhesion molecule binding",6.16E-52,33,34,33,33,33,34,31,32,33,34,33,33,33,34,31,32,310.7111511,614.0753174,252.9271698,623.4886475,325.9026184,631.571228,524.8465576,278.5361023
Rdx,Radixin,P26043,RADI_MOUSE,"ruffle,extracellular space,plasma membrane,microvillus,cell-cell adherens junction,focal adhesion,apical plasma membrane,lamellipodium,filopodium,T-tubule,midbody,cortical actin cytoskeleton,cleavage furrow,stereocilium,myelin sheath,apical part of cell,cell tip,extracellular exosome,cell periphery","regulation of cell shape,regulation of cell size,positive regulation of gene expression,microvillus assembly,positive regulation of cell migration,regulation of actin filament bundle assembly,negative regulation of homotypic cell-cell adhesion,negative regulation of GTPase activity,cellular response to platelet-derived growth factor stimulus,regulation of GTPase activity,apical protein localization,establishment of protein localization,negative regulation of cell size,barbed-end actin filament capping,establishment of endothelial barrier,protein localization to plasma membrane,cellular response to thyroid hormone stimulus,regulation of ruffle assembly,positive regulation of G1/S transition of mitotic cell cycle,regulation of organelle assembly,positive regulation of protein localization to early endosome,positive regulation of cellular protein catabolic process,negative regulation of adherens junction organization,positive regulation of early endosome to late endosome transport","RNA binding,actin binding,protein binding,protein domain specific binding,protein homodimerization activity,cadherin binding,ATPase binding",5.31E-61,26,26,27,27,27,27,24,27,26,26,27,27,27,27,24,27,1944.178345,1907.978882,1919.469238,1967.238892,1673.16687,1799.995117,1339.311768,1931.906494
Ctnna1,Catenin alpha-1,P26231,CTNA1_MOUSE,"acrosomal vesicle,Golgi apparatus,cytosol,plasma membrane,cell-cell junction,adherens junction,cell-cell adherens junction,zonula adherens,focal adhesion,intercalated disc,actin cytoskeleton,catenin complex,flotillin complex,lamellipodium,cell junction,intracellular membrane-bounded organelle","ovarian follicle development,actin filament organization,establishment or maintenance of cell polarity,negative regulation of neuroblast proliferation,aging,male gonad development,gap junction assembly,axon regeneration,cellular protein localization,regulation of cell proliferation,odontogenesis of dentin-containing tooth,negative regulation of apoptotic process,apical junction assembly,response to estrogen,positive regulation of smoothened signaling pathway,protein heterooligomerization,cellular response to indole-3-methanol,epithelial cell-cell adhesion,negative regulation of cell motility,negative regulation of integrin-mediated signaling pathway,negative regulation of extrinsic apoptotic signaling pathway in absence of ligand,positive regulation of extrinsic apoptotic signaling pathway in absence of ligand","RNA binding,structural molecule activity,protein binding,beta-catenin binding,vinculin binding,identical protein binding,gamma-catenin binding,cadherin binding,protein heterodimerization activity,actin filament binding",1.30E-39,16,17,16,17,17,17,15,17,16,17,16,17,17,17,15,17,65.58805084,114.5080643,82.44792938,91.22743988,65.02054596,120.2846909,69.53823853,81.14159393
Ptma,Prothymosin alpha,P26350,PTMA_MOUSE,"nucleoplasm,cytosol,extracellular exosome",histone exchange,"activating transcription factor binding,histone binding",1.16E-37,4,4,4,5,4,4,4,5,4,4,4,5,4,4,4,5,154.494873,540.3637085,116.4600296,377.206543,159.2189941,484.4134521,460.4733276,91.14219666
Glud1,"Glutamate dehydrogenase 1, mitochondrial",P26443,DHE3_MOUSE,"cytoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial matrix","glutamate biosynthetic process,glutamate catabolic process,glutamine metabolic process,long-term memory,response to aluminum ion,cerebellum development,positive regulation of insulin secretion,oxidation-reduction process,tricarboxylic acid metabolic process","glutamate dehydrogenase (NAD+) activity,glutamate dehydrogenase [NAD(P)+] activity,protein binding,ATP binding,GTP binding,enzyme binding,ADP binding,NAD+ binding,leucine binding",2.20E-56,37,37,37,37,37,36,36,37,37,37,37,37,37,36,36,37,1699.623169,1075.514526,1742.971558,1125.23584,1717.731689,925.6685791,1131.182739,1788.135864
Psmd7,26S proteasome non-ATPase regulatory subunit 7,P26516,PSMD7_MOUSE,"proteasome complex,nucleus,nucleoplasm,proteasome regulatory particle,membrane,extracellular exosome",proteasome-mediated ubiquitin-dependent protein catabolic process,protein homodimerization activity,8.80E-32,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,26.44654846,44.77423096,25.68822479,41.75624847,22.50010872,42.2942009,34.55714798,25.78437996
Sars,"Serine--tRNA ligase, cytoplasmic;Serine--tRNA ligase, cytoplasmic",P26638;Q8C483,SYSC_MOUSE;Q8C483_MOUSE,"nucleus,cytoplasm,mitochondrion,cytosol,extracellular exosome;","negative regulation of transcription from RNA polymerase II promoter,seryl-tRNA aminoacylation,negative regulation of angiogenesis,selenocysteinyl-tRNA(Sec) biosynthetic process,negative regulation of vascular endothelial growth factor production;","core promoter sequence-specific DNA binding,serine-tRNA ligase activity,ATP binding,protein homodimerization activity;",1.15E-49,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,9,183.4578705,275.9224854,180.5446014,306.1092224,186.1255493,290.6025085,201.1003723,166.0993195
Marcks,Myristoylated alanine-rich C-kinase substrate,P26645,MARCS_MOUSE,"cytoplasm,centrosome,focal adhesion,cell cortex,membrane,actin filament bundle,germinal vesicle,extracellular exosome","actin filament bundle assembly,protein homooligomerization,actin crosslink formation","protein kinase C binding,calmodulin binding,identical protein binding,actin filament binding",2.39E-47,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6.181485176,42.97633743,6.39104557,34.0250206,15.44038105,47.64665985,61.70617294,11.73298454
Fkbp1a,Peptidyl-prolyl cis-trans isomerase FKBP1A,P26883,FKB1A_MOUSE,"cytoplasm,cytosol,membrane,sarcoplasmic reticulum,Z disc,extrinsic component of organelle membrane,sarcoplasmic reticulum membrane,axon terminus,extracellular exosome,cytoplasmic side of membrane,ryanodine receptor complex","protein peptidyl-prolyl isomerization,negative regulation of protein phosphorylation,heart morphogenesis,muscle contraction,SMAD protein complex assembly,response to iron ion,cytokine-mediated signaling pathway,response to caffeine,positive regulation of protein ubiquitination,positive regulation of protein binding,negative regulation of phosphoprotein phosphatase activity,regulation of protein localization,regulation of activin receptor signaling pathway,T cell proliferation,positive regulation of I-kappaB kinase/NF-kappaB signaling,regulation of immune response,release of sequestered calcium ion into cytosol,ventricular cardiac muscle tissue morphogenesis,regulation of ryanodine-sensitive calcium-release channel activity,heart trabecula formation,chaperone-mediated protein folding,fibril organization,regulation of amyloid precursor protein catabolic process,amyloid fibril formation","peptidyl-prolyl cis-trans isomerase activity,signal transducer activity,protein binding,FK506 binding,drug binding,enzyme binding,Hsp70 protein binding,type I transforming growth factor beta receptor binding,protein homodimerization activity,ion channel binding,SMAD binding,activin binding",4.75E-56,4,4,3,4,3,4,3,4,4,4,3,4,3,4,3,4,134.0482635,318.9451599,132.672226,225.9951172,126.7275696,302.1330872,191.2631531,155.2684631
S100a8,Protein S100-A8,P27005,S10A8_MOUSE,"extracellular space,nucleus,cytoplasm,plasma membrane,intermediate filament cytoskeleton,extracellular exosome","leukocyte migration involved in inflammatory response,acute inflammatory response,chronic inflammatory response,positive regulation of peptide secretion,autophagy,apoptotic process,activation of cysteine-type endopeptidase activity involved in apoptotic process,response to zinc ion,astrocyte development,peptidyl-cysteine S-nitrosylation,neutrophil chemotaxis,response to lipopolysaccharide,wound healing,innate immune response,response to ethanol,positive regulation of inflammatory response,neutrophil aggregation,cellular oxidant detoxification,positive regulation of intrinsic apoptotic signaling pathway","calcium ion binding,microtubule binding,zinc ion binding,antioxidant activity,Toll-like receptor 4 binding,arachidonic acid binding,RAGE receptor binding",2.64E-28,3,3,Filtered,3,3,3,3,1,3,3,Filtered,3,3,3,3,1,19.71394348,11.81542969,Filtered,9.33353138,44.06841278,18.59908295,380.1619263,1.203638792
Snrpb;Snrpn,Small nuclear ribonucleoprotein-associated protein B;Small nuclear ribonucleoprotein-associated protein N,P27048;P63163,RSMB_MOUSE;RSMN_MOUSE,"nucleus,nucleoplasm,U5 snRNP,U7 snRNP,U1 snRNP,U2 snRNP,U4 snRNP,U12-type spliceosomal complex,cytoplasm,cytosol,methylosome,SMN-Sm protein complex,U4/U6 x U5 tri-snRNP complex,extracellular exosome,U2-type prespliceosome,catalytic step 2 spliceosome,histone pre-mRNA 3'end processing complex,telomerase holoenzyme complex;nucleus,nucleoplasm,U5 snRNP,U1 snRNP,U2 snRNP,U4 snRNP,cytoplasm,U4/U6 x U5 tri-snRNP complex,U2-type prespliceosome,catalytic step 2 spliceosome","spliceosomal snRNP assembly,mRNA splicing, via spliceosome,protein methylation;mRNA splicing, via spliceosome,response to hormone","RNA binding,U2 snRNA binding,telomerase RNA binding,histone pre-mRNA DCP binding;RNA binding",3.27E-45,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,165.1780701,298.9356995,147.4543304,323.7761841,176.0310974,406.0672607,460.0137024,140.6710205
