PG.Genes,PG.ProteinDescriptions,PG.ProteinNames,PG.UniProtIds,PG.BiologicalProcess,PG.CellularComponent,PG.MolecularFunction,PG.Qvalue,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.Quantity,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.Quantity,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.Quantity,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.Quantity,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.Quantity
Srsf6,Serine/arginine-rich splicing factor 6,SRSF6_MOUSE,Q3TWW8,"alternative mRNA splicing, via spliceosome,regulation of alternative mRNA splicing, via spliceosome,mRNA splice site selection,regulation of keratinocyte proliferation,response to insulin,negative regulation of keratinocyte differentiation,negative regulation of mRNA splicing, via spliceosome,positive regulation of epithelial cell proliferation involved in lung morphogenesis,negative regulation of cell death,regulation of wound healing,negative regulation of type B pancreatic cell apoptotic process",nuclear speck,"RNA binding,protein binding,pre-mRNA binding",0,4,4,4,4,4,4,3,0,4,4,4,4,4,4,4,4,65.1129837036133,121.608551025391,61.4035720825195,156.381591796875,54.884449005127,130.745132446289,60.6520919799805,3.1612491607666
Psmd1,26S proteasome non-ATPase regulatory subunit 1,PSMD1_MOUSE,Q3TXS7,"regulation of protein catabolic process,proteasome-mediated ubiquitin-dependent protein catabolic process,regulation of catalytic activity","proteasome complex,nucleus,proteasome regulatory particle, base subcomplex,membrane,proteasome accessory complex,proteasome storage granule,extracellular exosome","protein binding,enzyme regulator activity,endopeptidase activity",0,9,10,9,10,9,9,8,0,10,10,10,10,10,10,10,10,25.8535785675049,37.273567199707,24.1727504730225,44.8710899353027,21.6415348052979,34.7093391418457,26.3823909759521,5.58185482025146
Khsrp,Far upstream element-binding protein 2,FUBP2_MOUSE,Q3U0V1,"transcription, DNA-templated,regulation of transcription, DNA-templated,mRNA processing,mRNA catabolic process,RNA splicing,miRNA metabolic process,regulation of mRNA stability,negative regulation of nitric oxide biosynthetic process,mRNA transport,positive regulation of mRNA catabolic process,3'-UTR-mediated mRNA destabilization,cellular response to cytokine stimulus,regulation of miRNA metabolic process","nucleoplasm,cytosol,cytoplasmic stress granule,membrane","DNA binding,RNA binding,mRNA binding,mRNA 3'-UTR AU-rich region binding",0,12,12,11,12,10,12,12,0,12,12,12,12,12,12,12,12,30.0969104766846,78.5024719238281,25.6046142578125,60.9900131225586,28.6395606994629,69.5517120361328,34.7079811096191,7.07124710083008
Fam213a,Redox-regulatory protein FAM213A,Q3U125_MOUSE;F213A_MOUSE,Q3U125;Q9CYH2,";regulation of osteoclast differentiation,oxidation-reduction process,cellular oxidant detoxification",";cytoplasm,mitochondrion,extracellular exosome",;antioxidant activity,0,6,6,5,6,6,6,6,0,6,6,6,6,6,6,6,6,51.2577819824219,71.2616348266602,67.0215225219727,41.005054473877,65.6121597290039,65.1167907714844,45.173656463623,2.46494674682617
Rars2,"Probable arginine--tRNA ligase, mitochondrial",SYRM_MOUSE,Q3U186,"arginyl-tRNA aminoacylation,mitochondrial translation","mitochondrion,mitochondrial matrix","RNA binding,arginine-tRNA ligase activity,ATP binding",0,2,2,2,1,2,2,2,0,2,2,2,2,2,2,2,2,7.70964574813843,3.43454527854919,4.65974569320679,2.64873361587524,5.3126654624939,3.78942012786865,5.96307039260864,1.25990092754364
Ddb1,DNA damage-binding protein 1,DDB1_MOUSE,Q3U1J4,"nucleotide-excision repair,cellular response to DNA damage stimulus,proteasomal protein catabolic process,Wnt signaling pathway,protein ubiquitination,histone H2A monoubiquitination,protein ubiquitination involved in ubiquitin-dependent protein catabolic process,negative regulation of apoptotic process,proteasome-mediated ubiquitin-dependent protein catabolic process,positive regulation of viral genome replication,positive regulation of protein catabolic process,positive regulation by virus of viral protein levels in host cell,interaction with symbiont,UV-damage excision repair,regulation of mitotic cell cycle phase transition,positive regulation of viral release from host cell","nuclear chromosome, telomeric region,extracellular space,nucleus,nucleoplasm,cytoplasm,cullin-RING ubiquitin ligase complex,Cul4A-RING E3 ubiquitin ligase complex,Cul4B-RING E3 ubiquitin ligase complex,protein complex,extracellular exosome,Cul4-RING E3 ubiquitin ligase complex","damaged DNA binding,protein binding,protein binding, bridging,protein complex binding,WD40-repeat domain binding,cullin family protein binding",0,12,13,12,13,12,13,13,0,13,13,13,13,13,13,13,13,37.6624717712402,69.9695816040039,36.9460067749023,69.2044143676758,30.162202835083,71.2710494995117,38.1060638427734,5.33618879318237
Hspa4,Heat shock 70 kDa protein 4,Q3U2G2_MOUSE;HSP74_MOUSE,Q3U2G2;Q61316,";protein import into mitochondrial outer membrane,chaperone-mediated protein complex assembly",";cytosol,extracellular exosome",";protein binding,ATP binding",0,23,23,22,22,23,23,22,0,23,23,23,23,23,23,23,23,56.9593772888184,94.1904754638672,56.0683212280273,95.1719284057617,54.5619583129883,78.9417114257813,56.5229568481445,8.55333423614502
Bckdha,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",Q3U3J1_MOUSE,Q3U3J1,,,,0,10,10,10,9,10,10,10,0,10,10,10,10,10,10,10,10,167.002197265625,62.7134819030762,155.384948730469,52.6622581481934,159.205871582031,58.4597969055176,132.289672851563,12.9448823928833
Ndufv3,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial",Q3U422_MOUSE,Q3U422,,,,0,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,32.1256332397461,14.0227937698364,37.6517486572266,16.9317626953125,36.6711883544922,13.7147397994995,30.0750312805176,1.90351068973541
Pyroxd2,Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 2,PYRD2_MOUSE,Q3U4I7,oxidation-reduction process,intracellular,oxidoreductase activity,0,4,4,4,4,4,3,4,0,4,4,4,4,4,4,4,4,11.0757303237915,5.12617588043213,10.6437244415283,8.29352855682373,6.72686147689819,7.0252513885498,12.1332216262817,3.19904613494873
Ddx17,"DEAD (Asp-Glu-Ala-Asp) box polypeptide 17, isoform CRA_a;Probable ATP-dependent RNA helicase DDX17",Q3U741_MOUSE;DDX17_MOUSE,Q3U741;Q501J6,";alternative mRNA splicing, via spliceosome,regulation of alternative mRNA splicing, via spliceosome,epithelial to mesenchymal transition,regulation of transcription from RNA polymerase II promoter,rRNA processing,RNA secondary structure unwinding,miRNA metabolic process,intracellular estrogen receptor signaling pathway,androgen receptor signaling pathway,gene silencing by RNA,myoblast differentiation,positive regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter,defense response to virus,pri-miRNA transcription from RNA polymerase II promoter,regulation of skeletal muscle cell differentiation",";nucleus,nucleolus,cytoplasm,cytosol,membrane,nuclear speck",";transcription coactivator activity,RNA binding,ATP-dependent RNA helicase activity,protein binding,ATP binding",0,10,10,9,10,9,10,9,0,10,10,10,10,10,10,10,10,44.9332809448242,139.503494262695,36.9972991943359,98.8686141967773,44.448600769043,107.245346069336,37.2985725402832,18.0677490234375
Esyt1,Extended synaptotagmin-1,ESYT1_MOUSE,Q3U7R1,lipid transport,"endoplasmic reticulum,plasma membrane,membrane,integral component of endoplasmic reticulum membrane,intrinsic component of endoplasmic reticulum membrane,intracellular membrane-bounded organelle,organelle membrane contact site","protein binding,lipid binding,identical protein binding,metal ion binding",0,7,7,7,9,3,8,6,0,9,9,9,9,9,9,9,9,5.56508779525757,18.290563583374,4.85943269729614,29.3358783721924,5.43203926086426,19.2591361999512,6.70230722427368,4.70197534561157
Xpnpep1,"X-prolyl aminopeptidase (Aminopeptidase P) 1, soluble, isoform CRA_b;Xaa-Pro aminopeptidase 1",Q3UE92_MOUSE;XPP1_MOUSE,Q3UE92;Q6P1B1,";proteolysis,bradykinin catabolic process",";cytoplasm,cytosol,extracellular exosome",";aminopeptidase activity,manganese ion binding,protein homodimerization activity,metalloaminopeptidase activity",0,17,17,17,16,17,17,17,0,17,17,17,17,17,17,17,17,204.332626342773,223.942672729492,202.983505249023,76.0792846679688,229.026092529297,211.388763427734,185.871475219727,12.5848121643066
Fgg,Fibrinogen gamma chain,Q3UER8_MOUSE;FIBG_MOUSE,Q3UER8;Q8VCM7,";adaptive immune response,cell-matrix adhesion,signal transduction,protein secretion,plasminogen activation,positive regulation of heterotypic cell-cell adhesion,fibrinolysis,cellular protein complex assembly,innate immune response,positive regulation of vasoconstriction,positive regulation of exocytosis,positive regulation of protein secretion,protein polymerization,response to calcium ion,positive regulation of ERK1 and ERK2 cascade,platelet aggregation,blood coagulation, fibrin clot formation,positive regulation of peptide hormone secretion,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,negative regulation of endothelial cell apoptotic process",";fibrinogen complex,extracellular space,cell cortex,external side of plasma membrane,cell surface,platelet alpha granule,extracellular exosome,blood microparticle",";receptor binding,structural molecule activity,protein binding, bridging,metal ion binding,cell adhesion molecule binding",0,25,33,26,37,28,30,26,0,37,37,37,37,37,37,37,37,170.547668457031,264.125030517578,153.187042236328,5019.56787109375,167.9140625,342.994384765625,172.073120117188,47.4996681213379
Parva,Alpha-parvin,Q3UF75_MOUSE;PARVA_MOUSE,Q3UF75;Q9EPC1,";sprouting angiogenesis,outflow tract septum morphogenesis,cell adhesion,establishment or maintenance of cell polarity,regulation of cell shape,actin cytoskeleton reorganization,heterotypic cell-cell adhesion,substrate adhesion-dependent cell spreading,cilium morphogenesis,actin-mediated cell contraction,smooth muscle cell chemotaxis",";nucleus,cytoplasm,cytosol,plasma membrane,focal adhesion,actin cytoskeleton,Z disc,lamellipodium",";actin binding,protein binding,cadherin binding",0,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,29.5613765716553,63.0867462158203,26.2259864807129,58.0264511108398,26.0067691802979,49.8803787231445,24.8065414428711,6.76803779602051
Eif3j1;Eif3j2,Eukaryotic translation initiation factor 3 subunit J-A;Eukaryotic translation initiation factor 3 subunit J-B,EI3JA_MOUSE;EI3JB_MOUSE,Q3UGC7;Q66JS6,translational initiation;translational initiation,eukaryotic translation initiation factor 3 complex;eukaryotic translation initiation factor 3 complex,translation initiation factor activity;translation initiation factor activity,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,7.17468023300171,13.5752906799316,6.91861629486084,12.7121562957764,5.17736482620239,11.6908321380615,6.81982326507568,1.65661239624023
Hdhd2,Haloacid dehalogenase-like hydrolase domain-containing protein 2,HDHD2_MOUSE,Q3UGR5,dephosphorylation,extracellular exosome,"phosphatase activity,enzyme binding,metal ion binding",0,4,3,4,4,4,4,4,0,4,4,4,4,4,4,4,4,64.7658920288086,46.7900352478027,65.7536697387695,27.2661399841309,82.8007965087891,48.4821662902832,46.9900894165039,2.83714985847473
Myh10,Myosin-10,Q3UH59_MOUSE;Q5SV64_MOUSE;MYH10_MOUSE,Q3UH59;Q5SV64;Q61879,";;mitotic cytokinesis,in utero embryonic development,neuron migration,plasma membrane repair,cardiac septum development,exocytosis,substrate-dependent cell migration, cell extension,nuclear migration,cell adhesion,axonogenesis,axon guidance,brain development,heart development,adult heart development,cell proliferation,regulation of cell shape,fourth ventricle development,lateral ventricle development,third ventricle development,cerebellar Purkinje cell layer development,actin cytoskeleton organization,actin filament-based movement,myofibril assembly,actomyosin structure organization,neuron projection development,aorta development,neuromuscular process controlling balance,cardiac myofibril assembly,ventricular cardiac muscle cell development,retina development in camera-type eye,coronary vasculature development,modification of postsynaptic actin cytoskeleton",";;stress fiber,nucleus,cytoplasm,cytosol,brush border,cell cortex,myosin complex,myosin II complex,lamellipodium,axon,growth cone,midbody,cleavage furrow,actomyosin,neuron projection,neuronal cell body,dendritic spine,extracellular exosome,myosin II filament,spindle,plasma membrane,neuromuscular junction",";;microfilament motor activity,protein binding,calmodulin binding,ATP binding,ATPase activity,actin-dependent ATPase activity,ADP binding,actin filament binding",0,23,25,20,24,22,25,21,0,25,25,25,25,25,25,25,25,18.6205005645752,52.143970489502,18.620475769043,68.1904067993164,19.5682544708252,54.6053009033203,20.0974617004395,8.90723896026611
Snx27,Sorting nexin-27;Isoform 2 of Sorting nexin-27,SNX27_MOUSE,Q3UHD6;Q3UHD6-2,"intracellular protein transport,signal transduction,endosome to lysosome transport,endosomal transport,retrograde transport, endosome to plasma membrane;","immunological synapse,nucleoplasm,endosome,early endosome,cytosol,early endosome membrane,retromer complex,WASH complex;","protein binding,phosphatidylinositol-3-phosphate binding,phosphatidylinositol binding;",0,2,2,2,1,2,2,2,0,2,2,2,2,2,2,2,2,6.98509168624878,4.84650230407715,3.99050331115723,5.27564287185669,4.27751541137695,6.0963888168335,3.7547595500946,1.19034278392792
Pdap1,28 kDa heat- and acid-stable phosphoprotein,HAP28_MOUSE,Q3UHX2,platelet-derived growth factor receptor signaling pathway,extracellular space,"RNA binding,platelet-derived growth factor binding",0,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,13.105001449585,26.0581092834473,10.8953323364258,27.1187839508057,13.0924692153931,21.6082420349121,13.7775630950928,2.18826389312744
Smarcc2,SWI/SNF complex subunit SMARCC2;SWI/SNF complex subunit SMARCC2;Isoform 2 of SWI/SNF complex subunit SMARCC2,Q3UID0_MOUSE;SMRC2_MOUSE;SMRC2_MOUSE,Q3UID0;Q6PDG5;Q6PDG5-2,";negative regulation of transcription from RNA polymerase II promoter,nucleosome disassembly,chromatin remodeling,transcription, DNA-templated,chromatin modification,regulation of transcription from RNA polymerase II promoter involved in forebrain neuron fate commitment,ATP-dependent chromatin remodeling,negative regulation of transcription, DNA-templated,positive regulation of transcription, DNA-templated;",";nuclear chromatin,nucleoplasm,SWI/SNF complex,protein complex,npBAF complex,nBAF complex,transcriptional repressor complex;",";chromatin binding,protein binding,RNA polymerase II core promoter proximal region sequence-specific DNA binding,RNA polymerase II distal enhancer sequence-specific DNA binding,nucleosomal DNA binding;",0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,5.03089475631714,19.6397533416748,6.94808864593506,26.3890247344971,7.20522546768188,15.6128339767456,8.71893501281738,1.13701546192169
Rmdn3,Regulator of microtubule dynamics protein 3,RMD3_MOUSE,Q3UJU9,"cellular calcium ion homeostasis,apoptotic process,cell differentiation","spindle pole,nucleus,mitochondrion,mitochondrial outer membrane,microtubule,integral component of membrane",molecular_function,0,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,17.6815452575684,13.5251550674438,16.2815132141113,5.52829456329346,13.7989940643311,13.4217910766602,16.6796894073486,2.87531685829163
Mccc2,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",MCCB_MOUSE,Q3ULD5,"leucine catabolic process,coenzyme A metabolic process","mitochondrion,mitochondrial matrix,methylcrotonoyl-CoA carboxylase complex","ATP binding,methylcrotonoyl-CoA carboxylase activity",0,23,23,23,21,22,23,22,0,23,23,23,23,23,23,23,23,165.911056518555,78.2835845947266,155.850479125977,81.1637268066406,170.517044067383,67.4714279174805,145.423294067383,7.90988636016846
Gpd1l,Glycerol-3-phosphate dehydrogenase 1-like protein;Isoform 2 of Glycerol-3-phosphate dehydrogenase 1-like protein,GPD1L_MOUSE,Q3ULJ0;Q3ULJ0-2,"regulation of heart rate,carbohydrate metabolic process,NADH metabolic process,positive regulation of sodium ion transport,NAD metabolic process,negative regulation of peptidyl-serine phosphorylation,glycerol-3-phosphate catabolic process,oxidation-reduction process,regulation of ventricular cardiac muscle cell membrane depolarization,ventricular cardiac muscle cell action potential,negative regulation of protein kinase C signaling,positive regulation of protein localization to cell surface,regulation of sodium ion transmembrane transporter activity;","plasma membrane,glycerol-3-phosphate dehydrogenase complex,membrane,extracellular exosome;","glycerol-3-phosphate dehydrogenase [NAD+] activity,sodium channel regulator activity,protein homodimerization activity,ion channel binding,NAD binding;",0,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,31.1390056610107,27.5087413787842,25.3423690795898,18.8736305236816,27.1994647979736,32.6996536254883,20.4249515533447,3.02676343917847
Parp3,Poly [ADP-ribose] polymerase,Q3ULW8_MOUSE;Q8CFB8_MOUSE,Q3ULW8;Q8CFB8,"telomere maintenance,lagging strand elongation,double-strand break repair,protein ADP-ribosylation,DNA ligation involved in DNA repair,positive regulation of DNA ligation,regulation of mitotic spindle organization,protein localization to site of double-strand break;","nucleolus,cytoplasm,cytosol,site of double-strand break;","DNA ligase (ATP) activity,NAD+ ADP-ribosyltransferase activity;",0,3,3,2,3,2,3,3,0,3,3,3,3,3,3,3,3,3.62624454498291,12.1999921798706,2.61767792701721,7.84030437469482,2.56551623344421,20.1956558227539,3.23536133766174,2.48762392997742
Ppp1r7,Protein phosphatase 1 regulatory subunit 7,PP1R7_MOUSE,Q3UM45,"chromosome segregation,positive regulation of protein dephosphorylation","nucleus,chromosome,extracellular exosome",,0,4,3,4,4,4,4,4,0,4,4,4,4,4,4,4,4,10.3790683746338,14.6648731231689,7.69569683074951,16.9736366271973,8.36007976531982,19.1939277648926,6.70137500762939,2.85292911529541
