PG.Qvalue,PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.Quantity,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.Quantity,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.Quantity,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.Quantity,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.Quantity
2.89E-94,Aco1,Cytoplasmic aconitate hydratase,P28271,ACOC_MOUSE,"cytoplasm,mitochondrion,endoplasmic reticulum,Golgi apparatus,cytosol,extracellular exosome","tricarboxylic acid cycle,citrate metabolic process,regulation of translation,cellular iron ion homeostasis,post-embryonic development,response to iron(II) ion,regulation of gene expression,intestinal absorption","RNA binding,aconitate hydratase activity,iron-responsive element binding,metal ion binding,3 iron, 4 sulfur cluster binding,4 iron, 4 sulfur cluster binding",47,47,44,37,45,47,47,1,47,47,47,47,47,47,47,47,368.6515503,318.6865845,390.4389343,88.80337524,379.9446411,344.1323853,382.4979248,13.66163731
3.68E-20,Apex1,DNA-(apurinic or apyrimidinic site) lyase,P28352,APEX1_MOUSE,"nucleus,nucleoplasm,transcription factor complex,nucleolus,cytoplasm,mitochondrion,endoplasmic reticulum,centrosome,nuclear speck,perinuclear region of cytoplasm","telomere maintenance,DNA repair,base-excision repair,DNA recombination,transcription, DNA-templated,regulation of transcription, DNA-templated,aging,negative regulation of smooth muscle cell migration,response to drug,regulation of apoptotic process,regulation of mRNA stability,cell redox homeostasis,oxidation-reduction process,cellular response to hydrogen peroxide,cellular response to cAMP,cellular response to peptide hormone stimulus,DNA demethylation,RNA phosphodiester bond hydrolysis, endonucleolytic,telomere maintenance via base-excision repair,positive regulation of G1/S transition of mitotic cell cycle","DNA binding,damaged DNA binding,double-stranded telomeric DNA binding,transcription coactivator activity,RNA binding,DNA-(apurinic or apyrimidinic site) lyase activity,endoribonuclease activity,phosphoric diester hydrolase activity,double-stranded DNA exodeoxyribonuclease activity,double-stranded DNA 3'-5' exodeoxyribonuclease activity,3'-5' exonuclease activity,oxidoreductase activity,site-specific endodeoxyribonuclease activity, specific for altered base,chromatin DNA binding,protein complex binding,metal ion binding,NF-kappaB binding,Requires Ontology",11,11,10,12,9,10,9,0,12,12,12,12,12,12,12,12,10.57570839,38.24536514,9.370331764,27.984478,7.998541832,31.73522758,8.916064262,5.642740726
8.15E-69,Adh5,Alcohol dehydrogenase class-3,P28474,ADHX_MOUSE,"mitochondrion,extracellular exosome","retinoid metabolic process,respiratory system process,ethanol oxidation,peptidyl-cysteine S-nitrosylation,response to lipopolysaccharide,positive regulation of blood pressure,formaldehyde catabolic process,response to nitrosative stress,response to redox state","alcohol dehydrogenase (NAD) activity,fatty acid binding,zinc ion binding,formaldehyde dehydrogenase activity,protein homodimerization activity,S-(hydroxymethyl)glutathione dehydrogenase activity",19,16,19,18,19,19,19,0,20,20,20,20,20,20,20,20,136.6973724,139.5398254,130.151825,77.37687683,142.0264435,118.2967758,136.400238,13.54556751
2.63E-56,Bgn,Biglycan,P28653,PGS1_MOUSE,"proteinaceous extracellular matrix,extracellular space,intracellular,cytoplasm,cell surface,transport vesicle,extracellular matrix,sarcolemma,extracellular exosome","blood vessel remodeling,negative regulation of protein kinase activity,cytokine-mediated signaling pathway,peptide cross-linking via chondroitin 4-sulfate glycosaminoglycan,negative regulation of JAK-STAT cascade","protein kinase inhibitor activity,glycosaminoglycan binding,extracellular matrix binding",12,11,8,13,10,13,12,0,13,13,13,13,13,13,13,13,29.68115807,82.69078827,14.50092411,273.3110657,18.90075684,105.1156082,40.1806221,4.97818327
1.43E-22,Dcn,Decorin,P28654,PGS2_MOUSE,"proteinaceous extracellular matrix,collagen type VI trimer,extracellular space,cytoplasm,extracellular matrix","kidney development,placenta development,negative regulation of protein kinase activity,skeletal muscle tissue development,aging,response to mechanical stimulus,positive regulation of autophagy,negative regulation of endothelial cell migration,positive regulation of phosphatidylinositol 3-kinase signaling,positive regulation of macroautophagy,negative regulation of angiogenesis,cytokine-mediated signaling pathway,peptide cross-linking via chondroitin 4-sulfate glycosaminoglycan,response to lipopolysaccharide,wound healing,positive regulation of transcription from RNA polymerase II promoter,negative regulation of JAK-STAT cascade,positive regulation of mitochondrial depolarization,positive regulation of mitochondrial fission,negative regulation of vascular endothelial growth factor signaling pathway","RNA binding,protein kinase inhibitor activity,collagen binding,glycosaminoglycan binding,protein N-terminus binding,extracellular matrix binding",4,5,2,5,3,5,4,0,5,5,5,5,5,5,5,5,40.59093475,18.30400467,8.898108482,214.9225464,11.3358078,82.46729279,75.42816162,4.287442684
1.59E-06,Atxn10,Ataxin-10,P28658,ATX10_MOUSE,"cellular_component,extracellular space,cytoplasm,cytosol,plasma membrane,membrane,dendrite,neuronal cell body,perinuclear region of cytoplasm","nervous system development,biological_process,neuron projection development,cilium morphogenesis,protein homotrimerization","molecular_function,protein binding,enzyme binding,identical protein binding",2,2,2,2,1,2,0,0,2,2,2,2,2,2,2,2,2.819538593,3.86474967,1.7138623,3.738525152,2.105580807,3.589810133,1.296411276,1.673220038
1.87E-84,Mug1,Murinoglobulin-1,P28665,MUG1_MOUSE,extracellular space,"embryo implantation,negative regulation of endopeptidase activity",serine-type endopeptidase inhibitor activity,48,54,51,59,47,53,47,0,62,62,62,62,62,62,62,62,92.3675766,155.6074677,90.68354797,1031.095093,96.12524414,123.3632889,103.1625519,24.78282166
2.39E-26,Marcksl1,MARCKS-related protein,P28667,MRP_MOUSE,"cytoplasm,plasma membrane,extracellular exosome",positive regulation of cell proliferation,"actin binding,calmodulin binding",2,1,1,2,2,2,2,0,2,2,2,2,2,2,2,2,4.057800293,6.820812702,1.959021688,6.476230145,2.078528404,2.617883921,1.364506841,2.215022802
2.24E-52,Grn,Granulins,P28798;Q3U9N4,GRN_MOUSE;Q3U9N4_MOUSE,"extracellular space,mitochondrion,lysosome,endosome,endoplasmic reticulum,extracellular exosome;","blastocyst hatching,embryo implantation,regulation of receptor activity,positive regulation of epithelial cell proliferation;","RNA binding,cytokine activity;",11,11,12,12,12,12,12,0,12,12,12,12,12,12,12,12,46.3111496,96.50801086,34.57446671,74.1282196,36.26295853,85.52367401,44.6370697,4.707820415
1.37E-06,Dpp4,Dipeptidyl peptidase 4,P28843,DPP4_MOUSE,"lysosomal membrane,plasma membrane,focal adhesion,cell surface,membrane,integral component of membrane,apical plasma membrane,lamellipodium,endocytic vesicle,lamellipodium membrane,membrane raft,intercellular canaliculus,extracellular exosome,invadopodium membrane","behavioral fear response,response to hypoxia,proteolysis,cell adhesion,positive regulation of cell proliferation,negative regulation of extracellular matrix disassembly,T cell costimulation,regulation of cell-cell adhesion mediated by integrin,locomotory exploration behavior,psychomotor behavior,T cell activation,endothelial cell migration,viral entry into host cell","virus receptor activity,protease binding,serine-type endopeptidase activity,receptor binding,serine-type peptidase activity,dipeptidyl-peptidase activity,identical protein binding,protein homodimerization activity",2,1,2,2,2,2,1,0,2,2,2,2,2,2,2,2,20.5443306,8.683671951,16.53397942,17.34027481,11.81512833,17.80005646,2.607537508,1.162776589
2.39E-10,Prkcd,Protein kinase C delta type;Isoform 2 of Protein kinase C delta type,P28867;P28867-2,KPCD_MOUSE,"nucleus,cytoplasm,endoplasmic reticulum,cytosol,plasma membrane,cell-cell junction,membrane,nuclear matrix,perinuclear region of cytoplasm,extracellular exosome;","protein phosphorylation,apoptotic process,cell cycle,immunoglobulin mediated immune response,histone phosphorylation,peptidyl-serine phosphorylation,peptidyl-threonine phosphorylation,peptidyl-tyrosine phosphorylation,termination of signal transduction,negative regulation of actin filament polymerization,positive regulation of endodeoxyribonuclease activity,activation of protein kinase activity,interleukin-10 production,interleukin-12 production,positive regulation of superoxide anion generation,regulation of actin cytoskeleton organization,negative regulation of glial cell apoptotic process,positive regulation of protein dephosphorylation,intracellular signal transduction,B cell proliferation,neutrophil activation,positive regulation of protein import into nucleus,defense response to bacterium,negative regulation of MAP kinase activity,negative regulation of insulin receptor signaling pathway,negative regulation of peptidyl-tyrosine phosphorylation,negative regulation of filopodium assembly,cell chemotaxis,cellular response to hydrogen peroxide,cellular response to hydroperoxide,negative regulation of platelet aggregation,cellular senescence,positive regulation of phospholipid scramblase activity,cellular response to angiotensin,positive regulation of ceramide biosynthetic process,positive regulation of glucosylceramide catabolic process,positive regulation of sphingomyelin catabolic process,positive regulation of response to DNA damage stimulus,positive regulation of apoptotic signaling pathway;","protein kinase activity,protein serine/threonine kinase activity,protein kinase C activity,calcium-independent protein kinase C activity,non-membrane spanning protein tyrosine kinase activity,protein binding,ATP binding,enzyme activator activity,enzyme binding,kinase binding,protein kinase binding,insulin receptor substrate binding,metal ion binding;",6,5,6,6,4,6,5,0,6,6,6,6,6,6,6,6,14.0871582,20.08725166,9.277951241,26.43630028,8.661418915,18.12611771,11.42042828,3.342872143
2.27E-16,Ctgf,Connective tissue growth factor,P29268,CTGF_MOUSE,"extracellular region,proteinaceous extracellular matrix,extracellular space,Golgi apparatus,cis-Golgi network,cytosol,cell cortex,intracellular membrane-bounded organelle,perinuclear region of cytoplasm","cartilage condensation,ossification,angiogenesis,regulation of cell growth,tissue homeostasis,cell-matrix adhesion,integrin-mediated signaling pathway,cell-cell signaling,aging,positive regulation of cell proliferation,fibroblast growth factor receptor signaling pathway,response to glucose,regulation of receptor activity,positive regulation of gene expression,negative regulation of gene expression,cell migration,cell differentiation,lung development,regulation of chondrocyte differentiation,response to estradiol,positive regulation of collagen biosynthetic process,response to anoxia,intracellular signal transduction,chondrocyte proliferation,response to amino acid,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,response to peptide hormone,positive regulation of cell differentiation,positive regulation of JNK cascade,positive regulation of cell activation,response to mineralocorticoid,positive regulation of stress fiber assembly,cytosolic calcium ion transport,positive regulation of cardiac muscle contraction,negative regulation of cell death,connective tissue development,extracellular matrix constituent secretion,positive regulation of G0 to G1 transition,positive regulation of ERK1 and ERK2 cascade,response to fatty acid,DNA biosynthetic process,reactive oxygen species metabolic process","fibronectin binding,integrin binding,insulin-like growth factor binding,protein C-terminus binding,growth factor activity,heparin binding",2,2,1,2,0,2,1,0,2,2,2,2,2,2,2,2,58.31763077,61.89260483,22.74205399,46.46802521,2.477319002,25.75806046,6.952205181,1.454524875
1.79E-101,Pabpc1,Polyadenylate-binding protein 1,P29341,PABP1_MOUSE,"nucleus,cytoplasm,cytosol,focal adhesion,cytoplasmic stress granule,membrane,dendrite,intracellular ribonucleoprotein complex,cytoplasmic ribonucleoprotein granule,extracellular exosome,catalytic step 2 spliceosome,messenger ribonucleoprotein complex","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay,mRNA processing,RNA splicing,gene silencing by RNA,positive regulation of viral genome replication,positive regulation of nuclear-transcribed mRNA poly(A) tail shortening,positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay,negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RNA binding,mRNA 3'-UTR binding,protein binding,protein C-terminus binding,poly(A) binding,poly(U) RNA binding",31,30,30,31,29,31,30,0,31,31,31,31,31,31,31,31,164.0341339,269.4592285,153.6338959,210.624176,160.265564,255.1416473,172.5957031,12.66567135
2.91E-14,Ptpn6,Tyrosine-protein phosphatase non-receptor type 6;Isoform 2 of Tyrosine-protein phosphatase non-receptor type 6;Isoform 3 of Tyrosine-protein phosphatase non-receptor type 6,P29351;P29351-2;P29351-3,PTN6_MOUSE,"nucleus,nucleolus,cytoplasm,cytosol,cell-cell junction,alpha-beta T cell receptor complex,protein complex,extracellular exosome;;","hematopoietic progenitor cell differentiation,negative regulation of humoral immune response mediated by circulating immunoglobulin,protein dephosphorylation,cell proliferation,positive regulation of cell proliferation,positive regulation of phosphatidylinositol 3-kinase signaling,peptidyl-tyrosine phosphorylation,cytokine-mediated signaling pathway,cell differentiation,platelet formation,abortive mitotic cell cycle,positive regulation of cell adhesion mediated by integrin,peptidyl-tyrosine dephosphorylation,intracellular signal transduction,megakaryocyte development,negative regulation of T cell proliferation,natural killer cell mediated cytotoxicity,negative regulation of MAP kinase activity,negative regulation of MAPK cascade,regulation of B cell differentiation,negative regulation of peptidyl-tyrosine phosphorylation,B cell receptor signaling pathway,negative regulation of B cell receptor signaling pathway,negative regulation of T cell receptor signaling pathway,regulation of release of sequestered calcium ion into cytosol,regulation of interferon-gamma-mediated signaling pathway,JAK-STAT cascade involved in growth hormone signaling pathway,regulation of ERK1 and ERK2 cascade,platelet aggregation,regulation of G1/S transition of mitotic cell cycle;;","phosphotyrosine binding,protein tyrosine phosphatase activity,transmembrane receptor protein tyrosine phosphatase activity,protein binding,SH3 domain binding,protein kinase binding,SH2 domain binding,cell adhesion molecule binding;;",6,6,4,7,5,8,7,1,8,8,8,8,8,8,8,8,5.938147545,9.486732483,5.151781082,18.11195374,4.744834423,9.33978653,7.71892643,3.190077066
1.51E-40,Ftl1;Ftl1-ps1,Ferritin light chain 1;Ferritin,P29391;Q9CPX4,FRIL1_MOUSE;Q9CPX4_MOUSE,"extracellular region,cytoplasm,intracellular ferritin complex,membrane,autolysosome,extracellular exosome,endocytic vesicle lumen;","iron ion transport,intracellular sequestering of iron ion,receptor-mediated endocytosis;","iron ion binding,protein binding,ferric iron binding,identical protein binding;",2,2,1,2,3,2,2,0,3,3,3,3,3,3,3,3,3.077186108,9.592722893,3.736062288,32.29151535,2.06219101,8.42138958,4.038664341,2.001003265
3.00E-06,Hexa,Beta-hexosaminidase subunit alpha,P29416,HEXA_MOUSE,"lysosome,membrane,azurophil granule,extracellular exosome","skeletal system development,carbohydrate metabolic process,glycosaminoglycan biosynthetic process,ganglioside catabolic process,lysosome organization,sensory perception of sound,locomotory behavior,adult walking behavior,lipid storage,sexual reproduction,glycosaminoglycan metabolic process,myelination,cell morphogenesis involved in neuron differentiation,neuromuscular process controlling posture,neuromuscular process controlling balance,SMAD protein signal transduction","beta-N-acetylhexosaminidase activity,acetylglucosaminyltransferase activity,protein heterodimerization activity,Requires Ontology",2,3,2,3,1,3,3,0,3,3,3,3,3,3,3,3,5.161931038,8.37908268,4.082398415,39.88863754,5.240300655,13.65731907,6.426621914,5.613703251
1.31E-05,Vcam1,Vascular cell adhesion protein 1,P29533;Q3UPN1,VCAM1_MOUSE;Q3UPN1_MOUSE,"podosome,extracellular space,early endosome,endoplasmic reticulum,Golgi apparatus,microvillus,external side of plasma membrane,cell surface,integral component of membrane,filopodium,anchored component of membrane,apical part of cell,extracellular exosome,alpha9-beta1 integrin-vascular cell adhesion molecule-1 complex,cell periphery;","cell adhesion,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,leukocyte cell-cell adhesion,cell-matrix adhesion,heart development,amine metabolic process,viral process,calcium-mediated signaling using intracellular calcium source,positive regulation of T cell proliferation,leukocyte tethering or rolling,oxidation-reduction process,embryonic placenta morphogenesis,chorio-allantoic fusion,visceral serous pericardium development,cellular response to glucose stimulus;","integrin binding,primary amine oxidase activity,cell adhesion molecule binding;",1,3,1,3,0,2,0,0,3,3,3,3,3,3,3,3,8.907912254,7.794745922,9.046895027,17.18457985,6.162116528,7.640454769,6.807165623,6.387294292
