PG.BiologicalProcess,PG.CellularComponent,PG.Genes,PG.MolecularFunction,PG.ProteinDescriptions,PG.ProteinNames,PG.Qvalue,PG.UniProtIds,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.Quantity,[3] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.Quantity,[4] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.Quantity
"negative regulation of transcription from RNA polymerase II promoter,signal transduction,response to xenobiotic stimulus,response to ozone,response to lipopolysaccharide,negative regulation of interferon-gamma production,negative regulation of interleukin-13 production,negative regulation of interleukin-4 production,negative regulation of interleukin-5 production,response to silicon dioxide,response to cytokine,negative regulation of T cell proliferation,response to drug,negative regulation of catalytic activity,regulation of mRNA stability,regulation of inflammatory response,response to glucocorticoid,response to fibroblast growth factor","extracellular space,intracellular,nuclear envelope,cytoplasm,rough endoplasmic reticulum,secretory granule,extracellular exosome",Scgb1a1,"phospholipase A2 inhibitor activity,polychlorinated biphenyl binding",Uteroglobin,UTER_MOUSE,8.16E-31,Q06318,3,3,3,3,3,3,3,3,1165.021729,852.6826782,530.5007324,971.6685181
"cell morphogenesis,microglial cell activation,response to virus,protein import,central nervous system myelin maintenance,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,negative regulation of protein homooligomerization,positive regulation of protein homooligomerization,positive regulation of tumor necrosis factor production,positive regulation of apoptotic process,positive regulation of nitric oxide biosynthetic process,positive regulation of receptor-mediated endocytosis,protein stabilization,positive regulation of NF-kappaB transcription factor activity,chaperone-mediated protein complex assembly,response to misfolded protein,negative regulation of cell death,chaperone-mediated protein folding,microglial cell proliferation,intrinsic apoptotic signaling pathway,regulation of beta-amyloid clearance,regulation of neuron death,positive regulation of neuron death,positive regulation of beta-amyloid formation,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage,negative regulation of beta-amyloid formation,regulation of neuronal signal transduction,positive regulation of tau-protein kinase activity,positive regulation of neurofibrillary tangle assembly,negative regulation of response to endoplasmic reticulum stress,Requires Ontology,positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process,positive regulation of intrinsic apoptotic signaling pathway","extracellular space,nucleus,cytoplasm,mitochondrion,endoplasmic reticulum,cytosol,cell surface,extracellular matrix,mitochondrial membrane,spherical high-density lipoprotein particle,chromaffin granule,protein complex,perinuclear region of cytoplasm,extracellular exosome,blood microparticle,neurofibrillary tangle,apical dendrite,cell periphery",Clu,"beta-amyloid binding,protein binding,ubiquitin protein ligase binding,protein complex binding,low-density lipoprotein particle receptor binding,misfolded protein binding,ATPase activity",Clusterin,CLUS_MOUSE,1.45E-47,Q06890,14,14,15,15,8,8,8,8,358.5546265,320.4530334,362.2653198,408.1803589
"cellular calcium ion homeostasis,autophagy,hemostasis,cell proliferation,regulation of cell shape,response to salt stress,cellular water homeostasis,negative regulation of gene expression,response to organic cyclic compound,epithelial cell differentiation,social behavior,response to calcium ion,membrane fusion","nucleus,nuclear envelope,endoplasmic reticulum membrane,cytosol,plasma membrane,membrane,vesicle,extracellular exosome,chromaffin granule membrane",Anxa7,"RNA binding,integrin binding,calcium ion binding,protein binding,calcium-dependent phospholipid binding,calcium-dependent protein binding",Annexin A7,ANXA7_MOUSE,1.50E-48,Q07076,19,19,18,18,8,8,8,8,2584.118164,2439.883545,2501.226563,2624.881836
"liver development,transport,G-protein coupled receptor signaling pathway,spermatogenesis,post-embryonic development,animal organ regeneration,response to retinoic acid,positive regulation of apoptotic process","nucleus,nuclear envelope lumen,lysosomal membrane,endosome,early endosome,late endosome,Golgi apparatus,trans-Golgi network,plasma membrane,focal adhesion,cell surface,membrane,integral component of membrane,clathrin coat,endocytic vesicle,trans-Golgi network transport vesicle,perinuclear region of cytoplasm,extracellular exosome",Igf2r,"G-protein alpha-subunit binding,retinoic acid binding,G-protein coupled receptor activity,transporter activity,protein binding,insulin-like growth factor binding,mannose binding,enzyme binding,insulin-like growth factor II binding,identical protein binding,phosphoprotein binding",Cation-independent mannose-6-phosphate receptor,MPRI_MOUSE,3.25E-48,Q07113,14,12,12,15,7,7,7,7,71.83917236,66.67768097,64.56140137,126.6179581
"blood coagulation,negative regulation of cell proliferation,response to wounding,negative regulation of peptidase activity,negative regulation of platelet activation,negative regulation of plasminogen activation,negative regulation of sodium ion transport,negative regulation of endopeptidase activity,negative regulation of protein processing,negative regulation of phosphatidylinositol 3-kinase signaling,cerebellar granular layer morphogenesis,negative regulation of blood coagulation,negative regulation of cell growth,secretion by cell,secretory granule organization,negative regulation of protein catabolic process,mating plug formation,negative regulation of proteolysis,negative regulation of smoothened signaling pathway,regulation of timing of cell differentiation,positive regulation of astrocyte differentiation,detection of mechanical stimulus involved in sensory perception,regulation of synaptic transmission, glutamatergic,long-term synaptic potentiation,innervation,seminal vesicle epithelium development,negative regulation of platelet aggregation","extracellular region,extracellular space,cytosol,extracellular matrix,platelet alpha granule,extrinsic component of external side of plasma membrane,neuromuscular junction,extracellular vesicle",Serpine2,"serine-type endopeptidase inhibitor activity,receptor binding,glycosaminoglycan binding,heparin binding",Glia-derived nexin,GDN_MOUSE,0.003272666,Q07235,1,1,2,1,2,2,2,2,9.91750145,2,2,2.774904251
fatty acid beta-oxidation using acyl-CoA dehydrogenase,"nucleus,nucleoplasm,mitochondrion,mitochondrial matrix",Acads,"acyl-CoA dehydrogenase activity,butyryl-CoA dehydrogenase activity,flavin adenine dinucleotide binding","Short-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADS_MOUSE,8.67E-38,Q07417,29,29,27,30,12,12,12,12,9719.089844,10647.44531,9971.001953,8721.8125
"negative regulation of endopeptidase activity,protein-chromophore linkage,protein catabolic process,protein maturation","extracellular space,plasma membrane,cell surface,extracellular matrix,intracellular membrane-bounded organelle,extracellular exosome,blood microparticle",Ambp,"serine-type endopeptidase inhibitor activity,IgA binding,heme binding,small molecule binding,protein homodimerization activity",Protein AMBP,AMBP_MOUSE,1.18E-59,Q07456,13,14,12,15,10,10,10,10,1855.147949,1302.30896,641.6895752,1859.788086
"receptor-mediated endocytosis,cell adhesion","proteinaceous extracellular matrix,extracellular space,membrane,extracellular matrix,extracellular exosome,blood microparticle",Lgals3bp,"scavenger receptor activity,protein binding",Galectin-3-binding protein,LG3BP_MOUSE,6.94E-13,Q07797,6,5,7,6,7,7,7,7,16.86185646,45.61706161,28.28434753,26.14979935
blood coagulation,"cellular_component,extracellular region",F13b,,Coagulation factor XIII B chain,F13B_MOUSE,0.002508599,Q07968,3,3,2,3,4,4,4,4,25.00196648,27.14731026,5.956274986,34.2551651
"actomyosin structure organization,negative regulation of vascular smooth muscle cell proliferation;","cytoskeleton,focal adhesion;",Cnn1,"actin binding,calmodulin binding;",Calponin-1;Isoform Beta of Calponin-1,CNN1_MOUSE,1.37E-27,Q08091;Q08091-2,3,5,5,5,5,5,5,5,42.1338768,68.25251007,54.4958725,20.52205658
"positive regulation of gene expression,hemopoiesis,negative regulation of cell migration,actomyosin structure organization,regulation of actin filament-based process,wound healing,regulation of cell proliferation,negative regulation of phagocytosis,cellular response to mechanical stimulus","stress fiber,focal adhesion,membrane,extracellular exosome",Cnn2,"actin binding,calmodulin binding,cadherin binding",Calponin-2,CNN2_MOUSE,7.98E-29,Q08093,7,9,9,9,8,8,8,8,118.4256744,140.2346497,143.5852966,118.6968384
"digestion,negative regulation of cell proliferation,response to wounding,response to iron ion,regulation of receptor activity,cell differentiation,maintenance of gastrointestinal epithelium,response to immobilization stress,wound healing,response to peptide hormone","extracellular space,cytoplasm",Tff1,"protein binding,growth factor activity",Trefoil factor 1,TFF1_MOUSE,1.54E-11,Q08423,1,2,2,1,2,2,2,2,13.33062935,11.72697735,6.056052208,4.918240547
"adult locomotory behavior,regulation of cell shape,positive regulation of signal transduction,exit from mitosis,Rac protein signal transduction,regulation of actin filament length,actin cytoskeleton reorganization,dendritic cell migration,behavioral response to ethanol,barbed-end actin filament capping,actin filament bundle assembly,actin crosslink formation,actin polymerization-dependent cell motility,cellular response to leukemia inhibitory factor;","brush border,cell cortex,postsynaptic density,NMDA selective glutamate receptor complex,cell junction,growth cone,vesicle,stereocilium,ruffle membrane,synapse,extracellular exosome;",Eps8,"actin binding,protein binding,signaling adaptor activity,Rac GTPase binding;",Epidermal growth factor receptor kinase substrate 8;Epidermal growth factor receptor kinase substrate 8 (Fragment),EPS8_MOUSE;Q3UGL1_MOUSE,0.000732299,Q08509;Q3UGL1,2,2,1,2,2,2,2,2,4.142570496,3.121464729,2,5.064050198
"negative regulation of transcription from RNA polymerase II promoter,positive regulation of cell-matrix adhesion,pattern recognition receptor signaling pathway,receptor-mediated endocytosis,phagocytosis, recognition,immune response,cell adhesion,cell surface receptor signaling pathway,positive regulation of cytosolic calcium ion concentration,nitric oxide mediated signal transduction,positive regulation of gene expression,negative regulation of gene expression,positive regulation of macrophage derived foam cell differentiation,positive regulation of cholesterol storage,positive regulation of cell death,lipid storage,cGMP-mediated signaling,positive regulation of blood coagulation,intestinal cholesterol absorption,cholesterol transport,receptor internalization,positive regulation of interleukin-12 production,positive regulation of interleukin-6 production,positive regulation of tumor necrosis factor production,response to lipid,regulation of toll-like receptor signaling pathway,triglyceride transport,plasma lipoprotein particle clearance,low-density lipoprotein particle clearance,response to stilbenoid,lipoprotein transport,negative regulation of transcription factor import into nucleus,positive regulation of I-kappaB kinase/NF-kappaB signaling,apoptotic cell clearance,positive regulation of MAPK cascade,regulation of protein heterodimerization activity,regulation of transcription from RNA polymerase II promoter in response to oxidative stress,negative regulation of growth of symbiont in host,long-chain fatty acid import,positive regulation of nitric oxide biosynthetic process,interleukin-1 beta secretion,positive regulation of peptidyl-tyrosine phosphorylation,defense response to Gram-positive bacterium,intestinal absorption,sensory perception of taste,positive regulation of NF-kappaB transcription factor activity,low-density lipoprotein particle mediated signaling,positive regulation of phagocytosis, engulfment,positive regulation of macrophage cytokine production,positive regulation of ERK1 and ERK2 cascade,cholesterol import,response to fatty acid,response to linoleic acid,cellular response to bacterial lipopeptide,cellular response to lipopolysaccharide,cellular response to lipoteichoic acid,cellular response to low-density lipoprotein particle stimulus,cellular response to hydroperoxide,cellular response to diacyl bacterial lipopeptide,Requires Ontology,positive regulation of NLRP3 inflammasome complex assembly,positive regulation of reactive oxygen species biosynthetic process,cellular response to beta-amyloid,amyloid fibril formation,regulation of removal of superoxide radicals,positive regulation of blood microparticle formation,positive regulation of reactive oxygen species metabolic process,regulation of energy homeostasis","extracellular space,intracellular,Golgi apparatus,plasma membrane,external side of plasma membrane,cell surface,membrane,integral component of membrane,apical plasma membrane,brush border membrane,receptor complex,membrane raft,apical part of cell",Cd36,"low-density lipoprotein receptor activity,protein binding,high-density lipoprotein particle binding,lipid binding,low-density lipoprotein particle binding,Toll-like receptor binding,lipoteichoic acid receptor activity,lipoprotein particle binding",Platelet glycoprotein 4,CD36_MOUSE,3.39E-35,Q08857,13,13,13,12,8,8,8,8,1769.650269,2024.331055,1544.362061,1751.453979
