PG.BiologicalProcess,PG.CellularComponent,PG.Genes,PG.MolecularFunction,PG.ProteinDescriptions,PG.ProteinNames,PG.Qvalue,PG.UniProtIds,[1] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[2] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[3] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.Quantity,[4] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.Quantity
"endosome organization,protein transport,regulation of endocytosis,plasma membrane to endosome transport","lysosomal membrane,early endosome,lipid particle,plasma membrane,endocytic vesicle,early endosome membrane,melanosome,extracellular exosome",Rab5c,"GTPase activity,protein binding,GTP binding,GDP binding",Ras-related protein Rab-5C,RAB5C_MOUSE,2.44E-35,P35278,12,12,12,12,10,10,10,10,2911.760498,3283.014648,2322.489502,2890.176025
,,Rab6a,,Isoform 2 of Ras-related protein Rab-6A,RAB6A_MOUSE,4.32E-47,P35279-2,8,7,8,8,7,7,7,7,916.4844971,1245.434204,1093.786133,1087.754761
"anterograde axonal transport,protein transport,regulation of exocytosis,regulation of endocytosis,regulation of axon extension,positive regulation of receptor-mediated endocytosis,positive regulation of dendrite morphogenesis,positive regulation of early endosome to late endosome transport","endosome,early endosome,endoplasmic reticulum membrane,trans-Golgi network,focal adhesion,cytoplasmic side of plasma membrane,vesicle membrane,cytoplasmic vesicle membrane,cleavage furrow,Golgi cisterna membrane,neuron projection,extracellular exosome,cytoplasmic side of early endosome membrane,axon cytoplasm",Rab21,"GTPase activity,protein binding,GTP binding,GDP binding",Ras-related protein Rab-21,RAB21_MOUSE,2.34E-43,P35282,8,8,8,8,7,7,7,7,617.2631226,867.7377319,647.7092896,538.7867432
"autophagy,protein transport","mitochondrion,autophagosome,cytosol,membrane",Rab24,"GTPase activity,protein binding,GTP binding",Ras-related protein Rab-24,RAB24_MOUSE,8.16E-11,P35290,2,2,2,2,2,2,2,2,17.75121689,24.17283249,21.06268692,15.04753017
"immunoglobulin transcytosis in epithelial cells mediated by polymeric immunoglobulin receptor,protein transport,establishment of melanosome localization,melanosome transport,endocytic recycling,transcytosis,filopodium assembly,regulation of dendrite development,regulation of filopodium assembly,regulation of synapse assembly,cilium morphogenesis,endocytosis","intracellular,basolateral plasma membrane,apical plasma membrane,endocytic vesicle,dendrite,melanosome,neuronal cell body,recycling endosome,recycling endosome membrane,extracellular exosome,early endosome",Rab17,"GTPase activity,protein binding,GTP binding,GDP binding",Ras-related protein Rab-17,RAB17_MOUSE,8.65E-09,P35292,2,2,2,2,3,3,3,3,15.31973553,15.81571388,8.840393066,16.69922638
"eye development,brain development,protein transport,lipid particle organization,nuclear import,endoplasmic reticulum tubular network organization","intracellular,Golgi apparatus,basal plasma membrane,apical plasma membrane,extracellular exosome,endoplasmic reticulum tubular network",Rab18,"GTPase activity,GTP binding,GDP binding",Ras-related protein Rab-18,RAB18_MOUSE,3.68E-39,P35293,11,10,11,11,8,8,8,8,830.8379517,1079.704102,736.3950195,886.1188354
"activation of MAPK activity,negative regulation of endothelial cell proliferation,negative regulation of cell-matrix adhesion,sprouting angiogenesis,negative regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,negative regulation of dendritic cell antigen processing and presentation,outflow tract morphogenesis,endocardial cushion development,growth plate cartilage development,inflammatory response,response to unfolded protein,cell cycle arrest,cell adhesion,positive regulation of cell proliferation,response to glucose,positive regulation of endothelial cell migration,negative regulation of endothelial cell migration,negative regulation of plasma membrane long-chain fatty acid transport,negative regulation of nitric oxide mediated signal transduction,negative regulation of cGMP-mediated signaling,negative regulation of plasminogen activation,positive regulation of macrophage chemotaxis,positive regulation of fibroblast migration,positive regulation of cell-substrate adhesion,cell migration,negative regulation of angiogenesis,peptide cross-linking,positive regulation of blood coagulation,positive regulation of cell migration,positive regulation of transforming growth factor beta receptor signaling pathway,regulation of cGMP metabolic process,response to magnesium ion,negative regulation of interleukin-12 production,response to endoplasmic reticulum stress,negative regulation of fibroblast growth factor receptor signaling pathway,positive regulation of phosphorylation,positive regulation of tumor necrosis factor biosynthetic process,positive regulation of macrophage activation,negative regulation of apoptotic process,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,positive regulation of blood vessel endothelial cell migration,negative regulation of blood vessel endothelial cell migration,engulfment of apoptotic cell,positive regulation of translation,positive regulation of angiogenesis,behavioral response to pain,blood vessel morphogenesis,positive regulation of smooth muscle cell proliferation,positive regulation of chemotaxis,response to calcium ion,positive regulation of protein kinase B signaling,negative regulation of fibrinolysis,cellular response to nitric oxide,positive regulation of extrinsic apoptotic signaling pathway via death domain receptors,positive regulation of endothelial cell apoptotic process,positive regulation of reactive oxygen species metabolic process,negative regulation of endothelial cell chemotaxis;","fibrinogen complex,extracellular space,endoplasmic reticulum,external side of plasma membrane,cell surface,sarcoplasmic reticulum,secretory granule,extracellular matrix,platelet alpha granule,extracellular exosome;",Thbs1,"phosphatidylserine binding,fibronectin binding,integrin binding,calcium ion binding,protein binding,heparin binding,fibroblast growth factor binding,low-density lipoprotein particle binding,laminin binding,extracellular matrix binding,fibrinogen binding,collagen V binding;",Thrombospondin-1;Thrombospondin 1,TSP1_MOUSE;Q80YQ1_MOUSE,4.24E-37,P35441;Q80YQ1,27,33,28,27,8,8,8,8,812.49823,5454.713379,739.3095093,726.892334
"glucose metabolic process,acetyl-CoA biosynthetic process from pyruvate,tricarboxylic acid cycle,mitochondrial acetyl-CoA biosynthetic process from pyruvate","nucleus,nucleolus,mitochondrion,mitochondrial matrix,myelin sheath,pyruvate dehydrogenase complex",Pdha1,"pyruvate dehydrogenase activity,pyruvate dehydrogenase (acetyl-transferring) activity,pyruvate dehydrogenase (NAD+) activity","Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",ODPA_MOUSE,7.48E-39,P35486,24,22,23,26,9,9,9,9,7146.023926,7565.76416,5455.270508,7263.976074
"arginine catabolic process,L-phenylalanine catabolic process,tyrosine catabolic process",extracellular exosome,Fah,"fumarylacetoacetase activity,metal ion binding",Fumarylacetoacetase,FAAA_MOUSE,2.06E-38,P35505,30,23,30,30,9,9,9,9,9780.493164,1986.252686,5946.195801,9966.75293
"box C/D snoRNA 3'-end processing,osteoblast differentiation,tRNA processing,snoRNA metabolic process,rRNA methylation,snoRNA localization,histone glutamine methylation","fibrillar center,dense fibrillar component,granular component,nucleus,chromosome,nucleolus,Cajal body,membrane,box C/D snoRNP complex,small-subunit processome,extracellular exosome",Fbl,"TFIID-class transcription factor binding,RNA binding,rRNA methyltransferase activity,ATPase binding,histone-glutamine methyltransferase activity",rRNA 2'-O-methyltransferase fibrillarin,FBRL_MOUSE,8.07E-32,P35550,12,12,12,12,8,8,8,8,673.4758301,608.6834717,771.843689,760.6022949
"antigen processing and presentation of peptide antigen via MHC class I,aging,synaptic vesicle endocytosis,chaperone-mediated protein folding,clathrin-dependent endocytosis","endoplasmic reticulum,endoplasmic reticulum membrane,smooth endoplasmic reticulum,rough endoplasmic reticulum,ribosome,membrane,integral component of membrane,axon,extracellular matrix,dendrite cytoplasm,melanosome,neuronal cell body,dendritic spine,myelin sheath,protein complex,ER-mitochondrion membrane contact site,extracellular exosome,integral component of lumenal side of endoplasmic reticulum membrane",Canx,"RNA binding,calcium ion binding,protein binding,carbohydrate binding,apolipoprotein binding,ionotropic glutamate receptor binding,unfolded protein binding",Calnexin,CALX_MOUSE,1.33E-28,P35564,22,20,22,22,10,10,10,10,1235.365967,1574.363525,1131.941528,1217.079468
"glycogen metabolic process,glycogen catabolic process,gluconeogenesis,triglyceride metabolic process,steroid metabolic process,regulation of gene expression,glucose-6-phosphate transport,response to food,multicellular organism growth,glucose homeostasis,cholesterol homeostasis,urate metabolic process,phosphorylated carbohydrate dephosphorylation,glucose 6-phosphate metabolic process","endoplasmic reticulum,integral component of membrane,integral component of endoplasmic reticulum membrane",G6pc,"glucose-6-phosphatase activity,phosphotransferase activity, alcohol group as acceptor,phosphate ion binding",Glucose-6-phosphatase,G6PC_MOUSE,2.65E-36,P35576,6,6,4,3,6,6,6,6,61.03404999,91.45995331,26.01933479,37.01622772
"intracellular protein transport,vesicle-mediated transport,melanosome organization,endosome to melanosome transport","trans-Golgi network,membrane,clathrin adaptor complex,clathrin-coated vesicle membrane,extracellular exosome",Ap1m1,protein binding,AP-1 complex subunit mu-1,AP1M1_MOUSE,1.35E-54,P35585,14,11,14,12,9,9,9,9,665.8746338,478.0958557,758.9720459,699.5029297
"response to reactive oxygen species,retina homeostasis,response to oxidative stress,cell proliferation,removal of superoxide radicals,natural killer cell activation,regulation of stress-activated MAPK cascade,erythrocyte homeostasis,natural killer cell mediated cytotoxicity,regulation of NF-kappaB import into nucleus,hydrogen peroxide catabolic process,cell redox homeostasis,oxidation-reduction process","extracellular space,nucleus,cytoplasm,mitochondrion,cytosol,extracellular matrix,myelin sheath,extracellular exosome",Prdx1,"RNA binding,peroxidase activity,protein binding,thioredoxin peroxidase activity,identical protein binding,cadherin binding",Peroxiredoxin-1,PRDX1_MOUSE,7.15E-36,P35700,30,30,30,31,7,7,7,7,75628.07813,53894.57813,58225.23828,66506.32031
"activation of MAPK activity,cell surface receptor signaling pathway,protein localization,positive regulation of cell proliferation,positive regulation of cell growth,positive regulation of B cell proliferation,receptor internalization,regulation of protein stability,positive regulation of 1-phosphatidylinositol 4-kinase activity,positive regulation of transcription from RNA polymerase II promoter,viral entry into host cell,positive regulation of peptidyl-tyrosine phosphorylation,protein localization to lysosome,cellular response to low-density lipoprotein particle stimulus,positive regulation of protein catabolic process in the vacuole,regulation of cell motility","immunological synapse,integral component of plasma membrane,focal adhesion,membrane,basolateral plasma membrane,vesicle,extracellular exosome",Cd81,"virus receptor activity,protein binding,MHC class II protein complex binding,transferrin receptor binding",CD81 antigen,CD81_MOUSE,3.42E-36,P35762,4,4,4,4,4,4,4,4,440.6964722,529.0524292,312.1231995,354.9622498
"neuron migration,neural retina development,synapse assembly,neuron projection morphogenesis,stem cell differentiation,positive regulation of filopodium assembly,calcium ion transmembrane transport","plasma membrane,integral component of membrane,filopodium,neuron projection,neuronal cell body,dendritic spine,axonal growth cone,extracellular exosome,extracellular vesicle",Gpm6a,calcium channel activity,Neuronal membrane glycoprotein M6-a,GPM6A_MOUSE,5.70E-23,P35802,4,3,4,3,5,5,5,5,103.8491364,96.24671173,72.143013,57.82217026
"protein dephosphorylation,activation of JUN kinase activity,insulin receptor signaling pathway,regulation of signal transduction,regulation of endocytosis,negative regulation of vascular endothelial growth factor receptor signaling pathway,endoplasmic reticulum unfolded protein response,actin cytoskeleton reorganization,regulation of intracellular protein transport,response to endoplasmic reticulum stress,peptidyl-tyrosine dephosphorylation,platelet-derived growth factor receptor-beta signaling pathway,IRE1-mediated unfolded protein response,negative regulation of MAP kinase activity,regulation of insulin receptor signaling pathway,JAK-STAT cascade involved in growth hormone signaling pathway,positive regulation of protein tyrosine kinase activity,negative regulation of ERK1 and ERK2 cascade,regulation of hepatocyte growth factor receptor signaling pathway,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,negative regulation of PERK-mediated unfolded protein response,peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity,positive regulation of receptor catabolic process","cytoplasm,early endosome,endoplasmic reticulum,cytosol,sorting endosome,cytoplasmic side of endoplasmic reticulum membrane,plasma membrane",Ptpn1,"RNA binding,protein tyrosine phosphatase activity,insulin receptor binding,zinc ion binding,enzyme binding,protein kinase binding,receptor tyrosine kinase binding,cadherin binding,ephrin receptor binding,protein phosphatase 2A binding",Tyrosine-protein phosphatase non-receptor type 1,PTN1_MOUSE,2.55E-26,P35821,8,8,7,7,7,7,7,7,40.30361557,162.7016907,83.58270264,99.3480072
