"","PG.Genes","PG.ProteinDescriptions","PG.UniProtIds","PG.ProteinNames","PG.CellularComponent","PG.BiologicalProcess","PG.MolecularFunction","PG.Qvalue","X.1..22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified","X.2..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified","X.3..22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified","X.4..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified","X.5..22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified","X.6..22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified","X.7..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified","X.8..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsIdentified","X.1..22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.2..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.3..22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.4..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.5..22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.6..22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.7..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.8..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsUsedForQuantification","X.1..22_0505_002_SSL2_ND_Non_23_01.wiff.PG.Quantity","X.2..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.Quantity","X.3..22_0505_004_SSL2_ND_Non_24_01.wiff.PG.Quantity","X.4..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.Quantity","X.5..22_0505_006_SSL2_ND_Non_25_01.wiff.PG.Quantity","X.6..22_0505_008_SSL2_ND_Non_26_01.wiff.PG.Quantity","X.7..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.Quantity","X.8..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.Quantity"
"390","stk3","Serine/threonine-protein kinase 3","Q9JI10","STK3_MOUSE","nucleus,cytoplasm,protein complex","neural tube formation,endocardium development,protein phosphorylation,regulation of mitotic cell cycle,central nervous system development,negative regulation of cell proliferation,positive regulation of protein binding,activation of protein kinase activity,hippo signaling,intracellular signal transduction,positive regulation of apoptotic process,positive regulation of fat cell differentiation,positive regulation of JNK cascade,negative regulation of organ growth,protein stabilization,positive regulation of sequence-specific DNA binding transcription factor activity,positive regulation of protein kinase B signaling,primitive hemopoiesis,cell differentiation involved in embryonic placenta development,regulation of cell differentiation involved in embryonic placenta development,negative regulation of canonical Wnt signaling pathway,hepatocyte apoptotic process,positive regulation of extrinsic apoptotic signaling pathway via death domain receptors","magnesium ion binding,protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,identical protein binding,protein dimerization activity",0.000321702949263813,"Filtered","3","3","2","2","2","2","2","Filtered","3","3","2","2","2","2","2","Filtered","3.254977226257324","2.633673667907715","9.507111549377441","3.8766701221466064","9.387176513671875","6.749976634979248","5.194129467010498"
"391","abcb10","ATP-binding cassette sub-family B member 10, mitochondrial","Q9JI39","ABCBA_MOUSE","mitochondrion,mitochondrial inner membrane,integral component of mitochondrial membrane","transmembrane transport","transporter activity,protein binding,ATP binding,ATPase activity, coupled to transmembrane movement of substances,protein homodimerization activity",2.64450552373015e-14,"4","3","4","2","4","2","2","3","4","3","4","2","4","2","2","3","9.472332954406738","2.143613576889038","5.497448921203613","2.4235448837280273","2.369896173477173","6.273680210113525","4.450930118560791","5.75138521194458"
"392","rnf14","E3 ubiquitin-protein ligase RNF14","Q9JI90","RNF14_MOUSE","ubiquitin ligase complex,nucleus,cytoplasm,cytosol","protein polyubiquitination,transcription, DNA-templated,regulation of transcription, DNA-templated,signal transduction,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,protein ubiquitination involved in ubiquitin-dependent protein catabolic process,positive regulation of transcription, DNA-templated,regulation of androgen receptor signaling pathway","ubiquitin-like protein transferase activity,ubiquitin conjugating enzyme binding,metal ion binding,androgen receptor binding,ubiquitin protein ligase activity",4.81134866856911e-05,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","15.156569480895996","18.245849609375","11.344871520996094","10.405800819396973","5.969399452209473","9.361435890197754","12.917045593261719","11.497845649719238"
"393","sphk2","Sphingosine kinase 2","Q9JIA7","SPHK2_MOUSE","lysosomal membrane,cytosol,membrane,intracellular membrane-bounded organelle","blood vessel development,sphingosine-1-phosphate signaling pathway,sphinganine-1-phosphate biosynthetic process,sphingosine metabolic process,brain development,female pregnancy,cell proliferation,positive regulation of cell proliferation,negative regulation of apoptotic process,sphingosine biosynthetic process,lipid phosphorylation","NAD+ kinase activity,protein binding,ATP binding,sphinganine kinase activity,D-erythro-sphingosine kinase activity,sphingosine-1-phosphate receptor activity",3.55815493481332e-41,"1","2","2","2","2","2","2","2","1","2","0","2","2","2","2","2","4.612994194030762","4.286490440368652","NaN","7.2370452880859375","5.747364521026611","5.466597557067871","3.0984647274017334","6.662209510803223"
"394","wdr12","Ribosome biogenesis protein WDR12","Q9JJA4","WDR12_MOUSE","nucleus,nucleoplasm,nucleolus,preribosome, large subunit precursor,PeBoW complex","maturation of 5.8S rRNA,maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),maturation of LSU-rRNA,Notch signaling pathway,cell proliferation","protein binding",1.68264698839792e-17,"1","2","Filtered","1","Filtered","Filtered","1","2","1","2","Filtered","1","Filtered","Filtered","1","2","4.529966354370117","6.739936351776123","Filtered","4.850605487823486","Filtered","Filtered","14.745758056640625","14.26843547821045"
"395","cyp2d22","Cytochrome P450 CYP2D22","Q9JKY7","Q9JKY7_MOUSE","cytoplasm,integral component of membrane,intracellular membrane-bounded organelle","serotonin biosynthetic process from tryptophan,female pregnancy,response to organic substance,drug metabolic process,arachidonic acid metabolic process,dopamine biosynthetic process,oxidation-reduction process","steroid 21-monooxygenase activity,iron ion binding,arachidonic acid monooxygenase activity,steroid hydroxylase activity,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen,heme binding",3.51402739408997e-05,"2","2","1","Filtered","1","1","2","2","2","2","0","Filtered","1","1","2","2","1.4473146200180054","1.8051557540893555","NaN","Filtered","3.3121092319488525","1.3883875608444214","1.3474390506744385","1.7110105752944946"
"396","nectin3","Nectin-3","Q9JLB9","NECT3_MOUSE","plasma membrane,integral component of plasma membrane,cell-cell junction,cell-cell adherens junction,apical junction complex,cell-cell contact zone,postsynaptic membrane","lens morphogenesis in camera-type eye,cell adhesion,homophilic cell adhesion via plasma membrane adhesion molecules,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,spermatid development,cell recognition,fertilization,retina morphogenesis in camera-type eye,cell-cell adhesion,protein localization to cell junction","receptor activity,receptor binding,protein binding,protein homodimerization activity,protein heterodimerization activity,cell adhesion molecule binding",0.000226436058816554,"2","2","1","Filtered","2","2","Filtered","2","2","2","1","Filtered","2","2","Filtered","2","6.512139797210693","9.36418628692627","1.7790040969848633","Filtered","6.333576202392578","2.4851109981536865","Filtered","3.526423454284668"
"397","trappc2l","Trafficking protein particle complex subunit 2-like protein","Q9JME7","TPC2L_MOUSE","endoplasmic reticulum,Golgi apparatus,cytosol,TRAPP complex,intracellular membrane-bounded organelle,perinuclear region of cytoplasm","ER to Golgi vesicle-mediated transport,protein oligomerization","",2.68874297303134e-05,"2","3","2","1","2","1","3","2","2","3","2","1","2","1","3","2","6.874502182006836","8.633944511413574","6.100886344909668","5.20949125289917","10.291669845581055","9.069079399108887","16.335729598999023","14.435993194580078"
"398","itga2b","Integrin alpha-IIb","Q9QUM0","ITA2B_MOUSE","focal adhesion,integrin complex,external side of plasma membrane,cell surface,extracellular exosome,blood microparticle","positive regulation of leukocyte migration,cell-matrix adhesion,integrin-mediated signaling pathway,platelet aggregation","identical protein binding,metal ion binding,extracellular matrix binding,fibrinogen binding",2.03754356244751e-05,"1","Filtered","1","1","Filtered","2","Filtered","Filtered","0","Filtered","1","1","Filtered","2","Filtered","Filtered","NaN","Filtered","3.6788992881774902","4.8938775062561035","Filtered","2.6249258518218994","Filtered","Filtered"
"399","tbl1x","F-box-like/WD repeat-containing protein TBL1X","Q9QXE7","TBL1X_MOUSE","histone deacetylase complex,nucleus,nucleoplasm,transcription factor complex,spindle microtubule,transcriptional repressor complex","negative regulation of transcription from RNA polymerase II promoter,transcription, DNA-templated,regulation of transcription from RNA polymerase II promoter,proteolysis,sensory perception of sound,histone deacetylation,proteasome-mediated ubiquitin-dependent protein catabolic process,response to estrogen,fat cell differentiation,negative regulation of transcription, DNA-templated,positive regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter,response to steroid hormone,canonical Wnt signaling pathway","DNA binding,chromatin binding,transcription corepressor activity,protein binding,beta-catenin binding,protein C-terminus binding,transcription factor binding,protein domain specific binding,histone binding,transcription regulatory region DNA binding",0.00283738397740168,"Filtered","Filtered","Filtered","1","1","Filtered","1","1","Filtered","Filtered","Filtered","1","0","Filtered","1","0","Filtered","Filtered","Filtered","1.7518097162246704","NaN","Filtered","1.2016196250915527","NaN"
"400","pkp3","Plakophilin-3;Isoform 2 of Plakophilin-3","Q9QY23;Q9QY23-2","PKP3_MOUSE","nucleus,nucleoplasm,plasma membrane,cell-cell adherens junction,spot adherens junction,cell junction,desmosome,messenger ribonucleoprotein complex;","desmosome assembly,positive regulation of gene expression,protein localization to plasma membrane,cell-cell adhesion,negative regulation of mRNA catabolic process;","protein binding,enzyme binding,alpha-catenin binding,cell adhesion molecule binding,cadherin binding involved in cell-cell adhesion;",0.000365119636529234,"1","1","1","Filtered","1","Filtered","1","2","0","1","1","Filtered","1","Filtered","1","2","NaN","3.3225576877593994","12.269367218017578","Filtered","4.7260966300964355","Filtered","4.669278621673584","3.329892873764038"
"401","rdh11","Retinol dehydrogenase 11","Q9QYF1;Q9R1R8","RDH11_MOUSE;Q9R1R8_MOUSE","photoreceptor inner segment,intracellular,endoplasmic reticulum membrane,integral component of membrane,photoreceptor outer segment membrane;","adaptation of rhodopsin mediated signaling,retinol metabolic process,retinal metabolic process,oxidation-reduction process;","retinol dehydrogenase activity,oxidoreductase activity,NADP-retinol dehydrogenase activity;",1.03633693426491e-27,"3","3","2","2","2","2","2","3","3","3","2","2","2","2","2","3","7.474122047424316","27.07015609741211","10.09024429321289","15.646485328674316","6.010565280914307","8.853174209594727","25.049665451049805","15.510527610778809"
"402","dnajc7","DnaJ homolog subfamily C member 7","Q9QYI3","DNJC7_MOUSE","nucleoplasm,cytoplasm,cytosol,cytoskeleton,membrane,extracellular exosome","chaperone cofactor-dependent protein refolding","heat shock protein binding",8.32031819853906e-05,"3","4","2","2","3","1","3","1","3","4","2","2","3","1","3","1","36.94693374633789","47.15837478637695","35.752132415771484","43.834659576416016","40.31382369995117","22.78821563720703","28.41793441772461","34.20570373535156"
"403","dnajb12","DnaJ homolog subfamily B member 12","Q9QYI4","DJB12_MOUSE","endoplasmic reticulum,membrane,integral component of endoplasmic reticulum membrane,nuclear membrane","ERAD pathway,cellular protein complex assembly,chaperone mediated protein folding requiring cofactor,chaperone cofactor-dependent protein refolding,cellular response to misfolded protein","Hsp70 protein binding",4.19332459655623e-06,"1","1","Filtered","Filtered","1","1","2","2","1","1","Filtered","Filtered","1","1","0","2","1.0284643173217773","1.0397861003875732","Filtered","Filtered","1.6157631874084473","4.606249809265137","NaN","2.8278071880340576"
"404","iigp1","Interferon-inducible GTPase 1","Q9QZ85","IIGP1_MOUSE","endoplasmic reticulum membrane,symbiont-containing vacuole membrane,nuclear membrane,Golgi cisterna membrane","regulation of autophagy,cytokine-mediated signaling pathway,cellular response to interferon-beta,defense response to protozoan,innate immune response,defense response to Gram-negative bacterium","GTPase activity,protein binding,GTP binding,GDP binding,identical protein binding",0.000171301083443592,"1","2","Filtered","1","Filtered","2","3","3","1","2","Filtered","0","Filtered","2","3","3","6.479742527008057","2.8432719707489014","Filtered","NaN","Filtered","2.628392457962036","3.891113758087158","4.207823276519775"
"405","ppie","Peptidyl-prolyl cis-trans isomerase E","Q9QZH3","PPIE_MOUSE","nucleus,cytosol,nuclear speck,catalytic step 2 spliceosome","protein peptidyl-prolyl isomerization,regulation of transcription, DNA-templated,mRNA processing,protein folding,RNA splicing,positive regulation of viral genome replication","RNA binding,peptidyl-prolyl cis-trans isomerase activity",1.49196560108961e-19,"1","2","2","1","1","1","2","2","0","2","2","1","1","1","2","2","NaN","12.77474308013916","2.1664364337921143","9.199650764465332","2.089478015899658","5.032401084899902","11.000182151794434","8.694794654846191"
"406","nubp2","Cytosolic Fe-S cluster assembly factor NUBP2","Q9R061","NUBP2_MOUSE","nucleus,centriole,cilium,spindle pole centrosome","iron-sulfur cluster assembly,cell projection organization","protein binding,ATP binding,metal ion binding,4 iron, 4 sulfur cluster binding",0.000153328132318703,"1","2","1","2","2","2","3","2","1","2","1","2","2","2","3","2","9.666484832763672","10.177054405212402","6.166706562042236","7.041192054748535","3.1304574012756348","7.203087329864502","4.4106245040893555","8.788581848144531"
"407","rab9a","Ras-related protein Rab-9A","Q9R0M6","RAB9A_MOUSE","Golgi membrane,lysosome,late endosome,endoplasmic reticulum membrane,cytosol,plasma membrane,cytoplasmic vesicle membrane,phagocytic vesicle membrane,melanosome,phagocytic vesicle,extracellular exosome","protein transport,regulation of protein localization,retrograde transport, endosome to Golgi,positive regulation of exocytosis,negative regulation by host of symbiont molecular function","GTPase activity,protein binding,GTP binding,GDP binding,identical protein binding",0.000228193351587372,"2","3","Filtered","2","2","Filtered","3","2","2","3","Filtered","2","2","Filtered","3","2","1.7453505992889404","3.4626758098602295","Filtered","5.933101177215576","1.3251655101776123","Filtered","10.040531158447266","6.975597858428955"
"408","sept6","Septin-6;Isoform I of Septin-6;Isoform V of Septin-6","Q9R1T4;Q9R1T4-2;Q9R1T4-3","SEPT6_MOUSE","condensed chromosome kinetochore,spindle,septin ring,synaptic vesicle,midbody,septin complex,cleavage furrow,septin collar,axon terminus,sperm annulus;;","cell cycle,spermatogenesis,cell differentiation,cell division;;","protein binding,GTP binding;;",4.21038191942464e-21,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","29.78212547302246","26.31812286376953","14.55489730834961","38.330753326416016","26.063796997070312","14.577314376831055","36.40831756591797","24.020965576171875"
"409","nfkb2","Nuclear factor NF-kappa-B p100 subunit","Q9WTK5","NFKB2_MOUSE","nucleus,cytoplasm,cytosol,I-kappaB/NF-kappaB complex,Bcl3/NF-kappaB2 complex","negative regulation of transcription from RNA polymerase II promoter,follicular dendritic cell differentiation,germinal center formation,regulation of transcription, DNA-templated,transcription from RNA polymerase II promoter,inflammatory response,I-kappaB kinase/NF-kappaB signaling,aging,extracellular matrix organization,response to lipopolysaccharide,response to cytokine,NIK/NF-kappaB signaling,innate immune response,positive regulation of transcription from RNA polymerase II promoter,rhythmic process,lymph node development,spleen development","RNA polymerase II regulatory region sequence-specific DNA binding,RNA polymerase II core promoter proximal region sequence-specific DNA binding,RNA polymerase II transcription factor activity, sequence-specific DNA binding,transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding,chromatin binding,protein binding",8.44949163075344e-05,"1","3","Filtered","2","Filtered","1","4","3","0","3","Filtered","2","Filtered","0","4","3","NaN","1.6796351671218872","Filtered","0.6464666128158569","Filtered","NaN","5.668013572692871","4.776115894317627"
"410","fam50a","Protein FAM50A","Q9WV03","FA50A_MOUSE","nucleus","","RNA binding",5.26850336681196e-05,"Filtered","1","Filtered","Filtered","Filtered","Filtered","2","2","Filtered","1","Filtered","Filtered","Filtered","Filtered","2","2","Filtered","1.3537120819091797","Filtered","Filtered","Filtered","Filtered","4.395758628845215","8.438709259033203"
