"","PG.BiologicalProcess","PG.CellularComponent","PG.Genes","PG.MolecularFunction","PG.ProteinDescriptions","PG.ProteinNames","PG.Qvalue","PG.UniProtIds","X.1..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified","X.2..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified","X.3..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified","X.4..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsIdentified","X.1..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.2..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.3..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.4..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsUsedForQuantification","X.1..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.Quantity","X.2..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.Quantity","X.3..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.Quantity","X.4..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.Quantity"
"168","positive regulation of protein phosphorylation,apoptotic process,activation of JUN kinase activity,positive regulation of necrotic cell death,viral process,positive regulation of interleukin-8 production,positive regulation of tumor necrosis factor production,response to tumor necrosis factor,peptidyl-serine autophosphorylation,positive regulation of phosphorylation,positive regulation of apoptotic process,positive regulation of programmed cell death,positive regulation of I-kappaB kinase/NF-kappaB signaling,negative regulation of I-kappaB kinase/NF-kappaB signaling,positive regulation of MAPK cascade,cellular protein catabolic process,positive regulation of macrophage differentiation,positive regulation of transcription from RNA polymerase II promoter,positive regulation of JNK cascade,protein autophosphorylation,positive regulation of NF-kappaB transcription factor activity,protein homooligomerization,protein heterooligomerization,positive regulation of necroptotic process,T cell apoptotic process,necroptotic process,regulation of ATP:ADP antiporter activity,cellular response to tumor necrosis factor,cellular response to growth factor stimulus,extrinsic apoptotic signaling pathway,ripoptosome assembly,necroptotic signaling pathway,ripoptosome assembly involved in necroptotic process,positive regulation of hydrogen peroxide-induced cell death,amyloid fibril formation,regulation of reactive oxygen species metabolic process,negative regulation of extrinsic apoptotic signaling pathway,positive regulation of extrinsic apoptotic signaling pathway,negative regulation of extrinsic apoptotic signaling pathway in absence of ligand","mitochondrion,cytosol,death-inducing signaling complex,receptor complex,membrane raft,ripoptosome","ripk1","protein kinase activity,protein serine/threonine kinase activity,signal transducer activity,death receptor binding,protein binding,ATP binding,ubiquitin protein ligase binding,protein complex binding,identical protein binding,death domain binding","Receptor-interacting serine/threonine-protein kinase 1","RIPK1_MOUSE",7.63e-25,"Q60855",3,2,3,3,4,4,4,4,39.18941879,47.91860962,56.30379486,37.00387192
"169","inflammatory response,lipid catabolic process,low-density lipoprotein particle remodeling,lipid oxidation,plasma lipoprotein particle oxidation,platelet activating factor metabolic process,positive regulation of monocyte chemotaxis","cytoplasm,low-density lipoprotein particle","pla2g7","1-alkyl-2-acetylglycerophosphocholine esterase activity,phospholipid binding,calcium-independent phospholipase A2 activity","Platelet-activating factor acetylhydrolase","PAFA_MOUSE",3.27e-12,"Q60963",3,4,4,2,4,4,4,4,41.60166931,409.9804382,72.01023865,57.57750702
"170","actin filament organization,cell adhesion,epidermal growth factor receptor signaling pathway,G-protein coupled receptor signaling pathway,integrin-mediated signaling pathway,insulin receptor signaling pathway,positive regulation of endothelial cell migration,cell migration,positive regulation of cell migration,cellular response to hepatocyte growth factor stimulus,platelet-derived growth factor receptor signaling pathway,vascular endothelial growth factor receptor signaling pathway,neurotrophin TRK receptor signaling pathway,hepatocyte growth factor receptor signaling pathway,antigen receptor-mediated signaling pathway,B cell receptor signaling pathway,cell chemotaxis;","ruffle,cytoplasm,cytosol,focal adhesion,actin cytoskeleton,lamellipodium,plasma membrane;","bcar1","signal transducer activity,protein binding,SH3 domain binding,protein kinase binding;","Breast cancer anti-estrogen resistance protein 1;Isoform Cas-A of Breast cancer anti-estrogen resistance protein 1","BCAR1_MOUSE",0.000151306,"Q61140;Q61140-2",2,0,1,2,2,2,2,2,14.99244308,3.908818483,13.33752251,19.63419724
"171","defense response,cellular response to interferon-beta","endoplasmic reticulum,endoplasmic reticulum membrane","ifi47","GTPase activity,GTP binding","GTP-binding protein","Q61635_MOUSE",1.34e-16,"Q61635",2,2,2,1,2,2,2,2,21.61722946,87.75022125,77.96272278,38.31561279
"172","leukocyte chemotaxis involved in inflammatory response,macrophage activation involved in immune response,acute-phase response,opsonization,lipopolysaccharide transport,lipopolysaccharide-mediated signaling pathway,detection of molecule of bacterial origin,response to lipopolysaccharide,negative regulation of tumor necrosis factor production,positive regulation of chemokine production,positive regulation of interleukin-6 production,positive regulation of interleukin-8 production,positive regulation of tumor necrosis factor production,macromolecule localization,positive regulation of toll-like receptor 4 signaling pathway,positive regulation of tumor necrosis factor biosynthetic process,positive regulation of macrophage activation,negative regulation of growth of symbiont in host,innate immune response,positive regulation of cytolysis,defense response to Gram-negative bacterium,defense response to Gram-positive bacterium,positive regulation of respiratory burst involved in inflammatory response,cellular response to lipopolysaccharide,cellular response to lipoteichoic acid,positive regulation of neutrophil chemotaxis","extracellular space,cell surface,membrane,extracellular exosome","lbp","lipopolysaccharide binding,receptor binding,lipoteichoic acid binding,lipopeptide binding","Lipopolysaccharide-binding protein","LBP_MOUSE",1.86e-22,"Q61805",4,6,4,5,6,6,6,6,46.43634033,623.5964966,55.44676971,63.33865356
"173","DNA unwinding involved in DNA replication,DNA replication initiation,cellular response to DNA damage stimulus,cell cycle,cell proliferation,regulation of phosphorylation,response to drug,cellular response to epidermal growth factor stimulus,cellular response to xenobiotic stimulus","nuclear chromosome, telomeric region,nucleus,nucleoplasm,cytosol,membrane,MCM complex","mcm7","single-stranded DNA binding,protein binding,ATP binding,DNA helicase activity,ATP-dependent DNA helicase activity","DNA replication licensing factor MCM7","MCM7_MOUSE",4.66e-24,"Q61881",5,5,6,4,6,6,6,6,116.4073181,389.7597656,241.1669464,171.2134399
"174","response to starvation","extracellular space,extracellular exosome","fstl1","calcium ion binding,protein binding,heparin binding","Follistatin-related protein 1","FSTL1_MOUSE",4.98e-26,"Q62356",0,2,2,2,2,2,2,2,2.945955753,62.27960968,9.831570625,6.545969486
"175","ureteric bud development,in utero embryonic development,endoderm formation,mesoderm formation,transcription from RNA polymerase II promoter,protein phosphorylation,transforming growth factor beta receptor signaling pathway,common-partner SMAD protein phosphorylation,SMAD protein complex assembly,zygotic specification of dorsal/ventral axis,gastrulation,pattern specification process,endoderm development,heart development,negative regulation of cell proliferation,response to glucose,post-embryonic development,embryonic pattern specification,anterior/posterior pattern specification,positive regulation of gene expression,negative regulation of gene expression,positive regulation of epithelial to mesenchymal transition,regulation of transforming growth factor beta receptor signaling pathway,signal transduction involved in regulation of gene expression,insulin secretion,lung development,positive regulation of BMP signaling pathway,pancreas development,activin receptor signaling pathway,organ growth,intracellular signal transduction,nodal signaling pathway,wound healing,cell fate commitment,negative regulation of transcription, DNA-templated,positive regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter,paraxial mesoderm morphogenesis,developmental growth,embryonic foregut morphogenesis,embryonic cranial skeleton morphogenesis,regulation of binding,palate development,pericardium development,SMAD protein signal transduction,response to cholesterol,positive regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry;","nuclear chromatin,nucleus,transcription factor complex,cytoplasm,activin responsive factor complex,protein complex,SMAD protein complex,SMAD2-SMAD3 protein complex;","smad2","RNA polymerase II core promoter proximal region sequence-specific DNA binding,transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding,chromatin binding,double-stranded DNA binding,transcription factor activity, sequence-specific DNA binding,transforming growth factor beta receptor binding,protein binding,transcription factor binding,phosphatase binding,transforming growth factor beta receptor, pathway-specific cytoplasmic mediator activity,ubiquitin protein ligase binding,activating transcription factor binding,type I transforming growth factor beta receptor binding,protein homodimerization activity,SMAD binding,metal ion binding,protein heterodimerization activity,co-SMAD binding,I-SMAD binding,R-SMAD binding,primary miRNA binding,disordered domain specific binding,DNA binding;","Mothers against decapentaplegic homolog 2;Isoform Short of Mothers against decapentaplegic homolog 2","SMAD2_MOUSE",9.43e-43,"Q62432;Q62432-2",6,4,6,5,6,6,6,6,223.4881744,268.8468933,339.9625854,270.2973328
"176","tissue homeostasis,endothelial cell proliferation,glomerular filtration,cell-matrix adhesion,signal transduction,regulation of blood pressure,cell proliferation,positive regulation of gene expression,negative regulation of gene expression,hemopoiesis,negative regulation of blood coagulation,negative regulation of tumor necrosis factor production,positive regulation of interleukin-10 production,mesangial cell-matrix adhesion,paracrine signaling,positive regulation of odontogenesis,negative regulation of nitric oxide biosynthetic process,positive regulation of angiogenesis,leukocyte migration,transdifferentiation,vascular wound healing,hematopoietic stem cell proliferation,positive regulation of transforming growth factor beta production,positive regulation of granulocyte colony-stimulating factor production,extracellular exosome assembly,glomerular endothelium development,metanephric glomerular mesangial cell differentiation,cell-cell adhesion,negative regulation of cellular response to heat,negative regulation of cellular response to hypoxia,negative regulation of interleukin-2 secretion,positive regulation of glial cell-derived neurotrophic factor secretion,negative regulation of neuron death,positive regulation of vasculogenesis","extracellular region,cytoplasm,lysosome,plasma membrane,integral component of plasma membrane,external side of plasma membrane,basal plasma membrane,cell surface,membrane,apical plasma membrane,glomerular endothelium fenestra,intercellular bridge,perinuclear region of cytoplasm,cell periphery","cd34","transcription factor binding,carbohydrate binding,sulfate binding","Hematopoietic progenitor cell antigen CD34","CD34_MOUSE",0.002672955,"Q64314",1,1,1,2,2,2,2,2,2,4.080548763,2.657403708,9.198390961
"177",";cell activation involved in immune response,retrograde vesicle-mediated transport, Golgi to ER,Golgi to endosome transport,Golgi organization,regulation of mitotic cell cycle,vesicle-mediated transport,neutrophil chemotaxis,regulation of ARF protein signal transduction,protein localization to Golgi apparatus,retrograde transport, endosome to Golgi,positive regulation of GTPase activity,COPI coating of Golgi vesicle,establishment of monopolar cell polarity,protein localization to endoplasmic reticulum exit site,Golgi disassembly,endoplasmic reticulum-Golgi intermediate compartment organization,cellular response to virus,reactive oxygen species biosynthetic process,protein localization to endoplasmic reticulum tubular network,regulation of protein localization to cell surface",";Golgi membrane,mitochondrion,peroxisome,endoplasmic reticulum lumen,endoplasmic reticulum-Golgi intermediate compartment,Golgi apparatus,Golgi stack,cis-Golgi network,trans-Golgi network,cytosol,membrane,cell leading edge","gbf1",";ARF guanyl-nucleotide exchange factor activity,protein binding,phosphatidylinositol-3,4,5-trisphosphate binding,phosphatidylinositol-3,5-bisphosphate binding","MKIAA0248 protein (Fragment);Golgi-specific brefeldin A-resistance factor 1","Q6A099_MOUSE;Q6DFZ1_MOUSE",0.000463696,"Q6A099;Q6DFZ1",2,2,2,2,2,2,2,2,9.520336151,4.370220661,10.10726929,5.575702667
"178",";negative regulation of receptor internalization,phosphatidylinositol biosynthetic process,dephosphorylation,negative regulation of myelination,myelin assembly,peptidyl-tyrosine dephosphorylation,phosphatidylinositol metabolic process,inositol phosphate dephosphorylation,phosphatidylinositol dephosphorylation,neuron development,protein tetramerization,negative regulation of excitatory postsynaptic potential,dendritic spine maintenance,positive regulation of early endosome to late endosome transport,negative regulation of receptor catabolic process",";nucleus,cytoplasm,vacuolar membrane,cytosol,synaptic vesicle,postsynaptic density,axon,early endosome membrane,dendritic spine,intracellular membrane-bounded organelle,extracellular exosome,synaptic membrane","mtmr2",";phosphatidylinositol-3-phosphatase activity,protein tyrosine phosphatase activity,protein homodimerization activity,phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity,phosphatidylinositol phosphate phosphatase activity","Mtmr2 protein;Myotubularin-related protein 2","Q6P572_MOUSE;MTMR2_MOUSE",0.001413295,"Q6P572;Q9Z2D1",1,0,2,1,2,2,2,2,12.39450645,9.669095039,13.40734673,7.615717888
